artist_name,birth_year,birth_year_key,style_name,style_count,style_years
Nam Gye-u,1811,1811,Unknown,,
Gong Kai,1222,1222,Unknown,,
William Sanger,1885,1885,Unknown,,
Kita Genki,1664,1664,Unknown,,
Ales Vasicek,1947,1947,Unknown,,
Bretislav Novak,1938,1938,Unknown,,
Christina Bothwell,1960,1960,Unknown,,
Marian Karel,1944,1944,Unknown,,
Baldwin,1779,1779,Unknown,,
Joe Mooney,1911,1911,Unknown,,
Stephan Balkenhol,1957,1957,Unknown,,
William Zadig,1884,1884,Unknown,,
Lewis,1915,1915,Unknown,,
Federico Tosi,1991,1991,Unknown,,
Isaac Broome,1835,1835,Unknown,,
René Roubíček,1922,1922,Unknown,,
Barry Johnston,1949,1949,Unknown,,
Michel Basbous,1921,1921,Unknown,,
Li Jian,1985,1985,Unknown,,
Gimhongsok,1964,1964,Unknown,,
Harry Mayerovitch,1910,1910,Unknown,,
Hieronymus Lang,1520,1520,Unknown,,
Thomas Davies,1737,1737,Unknown,,
James Pattison Cockburn,1779,1779,Unknown,,
Kakutei,1722,1722,Unknown,,
Louis Charland,1958,1958,Unknown,,
Lewis Simon,1884,1884,Unknown,,
Jane Teller,1911,1911,Unknown,,
Hossein Golba,1956,1956,Unknown,,
George Blakely,1870,1870,Unknown,,
Naihan Li,1981,1981,Unknown,,
Axel Vervoordt,1947,1947,Unknown,,
Maksim Bespalov,1983,1983,Unknown,,
Max Lamb,1980,1980,Unknown,,
Selma Burke,1900,1900,Unknown,,
Édouard Muller,1823,1823,Unknown,,
Mark Morris,1862,1862,Unknown,,
Charles Verschuuren,1891,1891,Unknown,,
Jean Laurent,1816,1816,Unknown,,
Juan Esteves,1957,1957,Unknown,,
George Moodie,1872,1872,Unknown,,
Luca Vitone,1964,1964,Unknown,,
Jim Richard,1943,1943,Unknown,,
Wang Chung-Kun,1982,1982,Unknown,,
Chen Lu,1976,1976,Unknown,,
Chen Wen Ling,1969,1969,Unknown,,
Mario Cucinella,1960,1960,Unknown,,
Ľudmila Cvengrošová,1937,1937,Unknown,,
Harriet Bell,1923,1923,Unknown,,
Roberto Almagno,1954,1954,Unknown,,
Debora Moore,1960,1960,Unknown,,
Guillermo Mora,1980,1980,Unknown,,
Betye Saar,1926,1926,Unknown,,
Vieira,1926,1926,Unknown,,
David Marchand,1776,1776,Unknown,,
Karol Weisslechner,1957,1957,Unknown,,
Fabrice Gygi,1965,1965,Unknown,,
Antonio Corradini,1668,1668,Unknown,,
Myers,1936,1936,Unknown,,
Masami Kodama,1952,1952,Unknown,,
Shi Jinsong,1969,1969,Unknown,,
Nino Franchina,1912,1912,Unknown,,
Michele De Lucchi,1951,1951,Unknown,,
Agostino Veneziano,1490,1490,Unknown,,
Takahashi Hiroaki,1976,1976,Unknown,,
Paul de Chomedey de Maisonneuve,1612,1612,Unknown,,
Arthur George Racey,1870,1870,Unknown,,
J. Louis Engdahl,1884,1884,Unknown,,
Jean Baptiste Debret,1768,1768,Unknown,,
Walter Hood Fitch,1817,1817,Unknown,,
Luca Trevisani,1979,1979,Unknown,,
Carmelo Arden Quin,1913,1913,Unknown,,
Charles Spencer,1870,1870,Unknown,,
Su Xinping,1960,1960,Unknown,,
Mary Livermore,1820,1820,Unknown,,
Nishimura Shigenaga,1697,1697,Unknown,,
Takashi Iwasaki,1972,1972,Unknown,,
Grandjean de Montigny,1776,1776,Unknown,,
Igor Mosný,1959,1959,Unknown,,
Gerd Utescher,1912,1912,Unknown,,
Hidetoshi Nagasawa,1940,1940,Unknown,,
Adam Goodrum,1972,1972,Unknown,,
Pompeo Marchesi,1783,1783,Unknown,,
Jean-Jules Allasseur,1818,1818,Unknown,,
Martins Correia,1910,1910,Unknown,,
Carlo Lorenzetti,1858,1858,Unknown,,
Jean-Baptiste Defernex,1729,1729,Unknown,,
Giacomo Ginotti,1845,1845,Unknown,,
Aleijadinho,1730,1730,Unknown,,
Jeronimo Vicente Vallejo Cosida,1510,1510,Unknown,,
Francisco Salzillo,1707,1707,Unknown,,
Crispijn van den Broeck,1524,1524,Unknown,,
Lee Yun-ho,1948,1948,Unknown,,
Lila De Nobili,1916,1916,Unknown,,
Kaspar Müller,1983,1983,Unknown,,
Oliviero Toscani,1942,1942,Unknown,,
Walter Dexter,1876,1876,Unknown,,
Jean Baptiste Carpeaux,1827,1827,Unknown,,
Aldo Cibic,1955,1955,Unknown,,
Carlo Fait,1877,1877,Unknown,,
Marquis,1777,1777,Unknown,,
Sergey Timofeyevich Konenkov,1874,1874,Unknown,,
Arnolfo di Cambio,1240,1240,Unknown,,
Mirko,1910,1910,Unknown,,
Attilio Selva,1888,1888,Unknown,,
Antonio Citterio,1950,1950,Unknown,,
Frances Bagley,1946,1946,Unknown,,
Štefan Siváň,1906,1906,Unknown,,
Karol Baron,1939,1939,Unknown,,
Tom Otterness,1952,1952,Unknown,,
Major Felten,1904,1904,Unknown,,
Antanas Sutkus,1939,1939,Unknown,,
Silva,1809,1809,Unknown,,
Lotte Calm,1897,1897,Unknown,,
Jay Belloli,1944,1944,Unknown,,
Niccolò Tartaglia,1499,1499,Unknown,,
José Bonifácio,1763,1763,Unknown,,
Bartolomeo Cavaceppi,1715,1715,Unknown,,
Andreas Schweigl,1735,1735,Unknown,,
Francesco Patriarca,1932,1932,Unknown,,
Renato Di Bosso,1905,1905,Unknown,,
Stephen Dee Edwards,1954,1954,Unknown,,
Jumana Manna,1987,1987,Unknown,,
Jacob Beinhart,1460,1460,Unknown,,
Nag Arnoldi,1928,1928,Unknown,,
Barbara Lekberg,1925,1925,Unknown,,
Allan Houser,1914,1914,Unknown,,
Mohssin Harraki,1981,1981,Unknown,,
Chaouki Choukini,1946,1946,Unknown,,
Toussaint Dubreuil,1561,1561,Unknown,,
Monika Baer,1971,1971,Unknown,,
Toyotomi Hideyoshi,1537,1537,Unknown,,
Abraham Ortelius,1527,1527,Unknown,,
Emperor Kōgon,1313,1313,Unknown,,
Alakbar Rezaguliyev,1903,1903,Unknown,,
Ashikaga Yoshimitsu,1358,1358,Unknown,,
Mir Mohsun Navvab,1833,1833,Unknown,,
Josep Berga i Boada,1872,1872,Unknown,,
Dai Jin,1388,1388,Unknown,,
Huang Zhou,1925,1925,Unknown,,
Kamil Lhoták,1912,1912,Unknown,,
Fujikawa Yūzō,1883,1883,Unknown,,
Fernand Massignon,1855,1855,Unknown,,
Jaroslav Brož,1935,1935,Unknown,,
Hermann Wittig,1819,1819,Unknown,,
Ludwig Bohnstedt,1822,1822,Unknown,,
Tito Amodei,1926,1926,Unknown,,
Eugène-Louis Lequesne,1815,1815,Unknown,,
Girolamo Santacroce,1502,1502,Unknown,,
Alberto Guzmán,1927,1927,Unknown,,
Cesar Baldaccini,1921,1921,Unknown,,
Bruno Giorgi,1905,1905,Unknown,,
Richard Shaw,1941,1941,Unknown,,
Adèle d'Affry,1836,1836,Unknown,,
Mário Cravo Júnior,1923,1923,Unknown,,
He Chaozong,1550,1550,Unknown,,
José Risueño,1665,1665,Unknown,,
Hugo Hagen,1818,1818,Unknown,,
José Soto,1970,1970,Unknown,,
Jozef Fizel,1932,1932,Unknown,,
Stanislav Biroš,1901,1901,Unknown,,
Ilja Holešovský,1941,1941,Unknown,,
Petra Jureňová-Vlhová,1980,1980,Unknown,,
Paul Juvenal the Elder,1579,1579,Unknown,,
Georges Lallemant,1575,1575,Unknown,,
Otto Reinhold Jacobi,1812,1812,Unknown,,
Johannes Janson,1729,1729,Unknown,,
Pieter Willem van Megen,1750,1750,Unknown,,
Frederick Bacon,1803,1803,Unknown,,
Carel Allard,1648,1648,Unknown,,
Pieter de Mare,1758,1758,Unknown,,
Joseph Hartogensis,1822,1822,Unknown,,
Dirk Jurriaan Sluyter,1811,1811,Unknown,,
Pieter Hendrik Jonxis,1757,1757,Unknown,,
Crispijn van de Passe (II),1593,1593,Unknown,,
Jan van de Velde (II),1593,1593,Unknown,,
Abraham Renodi,1746,1746,Unknown,,
Cornelis Huyberts,1669,1669,Unknown,,
Jan Lauwryn Krafft (I),1694,1694,Unknown,,
Nicolaas Hogenberg,1500,1500,Unknown,,
Lambert Visscher,1633,1633,Unknown,,
Theodorus de Roode,1736,1736,Unknown,,
Johannes Arnoldus Boland,1838,1838,Unknown,,
Erasmus Quellinus (II),1607,1607,Unknown,,
Everard Crynsz. van der Maes,1577,1577,Unknown,,
Friedrich Christoph Dietrich,1779,1779,Unknown,,
Cornelis Bogerts,1745,1745,Unknown,,
Robbert Muys,1742,1742,Unknown,,
Reynolds,1842,1842,Unknown,,
Frederik Hendrik Weissenbruch,1828,1828,Unknown,,
Pieter van Gunst,1659,1659,Unknown,,
David Coster,1686,1686,Unknown,,
Jan Willem Caspari,1779,1779,Unknown,,
Benjamin Samuel Bolomey,1739,1739,Unknown,,
Coenraet Decker,1651,1651,Unknown,,
Wilhelmus ten Rhijne,1649,1649,Unknown,,
Pieter van den Berge,1659,1659,Unknown,,
Mathias de Sallieth,1749,1749,Unknown,,
Johannes Gronsveld,1660,1660,Unknown,,
Gerard Jan Bos,1860,1860,Unknown,,
Pieter de Jode (II),1606,1606,Unknown,,
Dirk Sluyter,1790,1790,Unknown,,
Ludwig Gottlieb Portman,1772,1772,Unknown,,
Willem van Senus,1773,1773,Unknown,,
Herman Padtbrugge,1656,1656,Unknown,,
Cornelis Brouwer,1634,1634,Unknown,,
Christiaan Josi,1768,1768,Unknown,,
Gilliam van der Gouwen,1657,1657,Unknown,,
Jacobus Frederik Sterre de Jong,1866,1866,Unknown,,
Schelte Adamsz. Bolswert,1586,1586,Unknown,,
Govert Kitsen,1766,1766,Unknown,,
Seymour Haden,1818,1818,Unknown,,
Cornelis van Jagen,1684,1684,Unknown,,
Antonie van der Beek,1783,1783,Unknown,,
Abraham Allard,1676,1676,Unknown,,
Cornelis van Dalen (I),1602,1602,Unknown,,
Jean Antoine Watteau,1684,1684,Unknown,,
Christiaan Lodewijk van Kesteren,1832,1832,Unknown,,
Antoine Alexandre Joseph Cardon,1739,1739,Unknown,,
Willem Matthias Jan van Dielen,1805,1805,Unknown,,
Moyses van Wtenbrouck,1595,1595,Unknown,,
Antonie Franciscus Dona,1802,1802,Unknown,,
Julius Henricus Quinkhard,1736,1736,Unknown,,
Jan Fokke,1742,1742,Unknown,,
Hieronymus Sweerts,1629,1629,Unknown,,
Carl Fredrik Akrell,1779,1779,Unknown,,
Cornelis van Dalen (II),1638,1638,Unknown,,
Hessel Gerritsz,1581,1581,Unknown,,
Teodoro Matteini,1754,1754,Unknown,,
Jan Caspar Philips,1690,1690,Unknown,,
Maurice Dumont,1869,1869,Unknown,,
Gerard Sibelius,1734,1734,Unknown,,
Jan Dasveldt,1770,1770,Unknown,,
Christian Friedrich Fritzsch,1719,1719,Unknown,,
Jan Izaak van Mansvelt,1761,1761,Unknown,,
Philibert Bouttats,1675,1675,Unknown,,
Bastiaen Stopendael,1637,1637,Unknown,,
Johannes Pieter van Wisselingh,1812,1812,Unknown,,
Lambertus Antonius Claessens,1763,1763,Unknown,,
Prot,1922,1922,Unknown,,
Johannes van der Spyck,1676,1676,Unknown,,
Nicolaes van Helt Stockade,1614,1614,Unknown,,
Frédéric Théodore Faber,1782,1782,Unknown,,
Johannes Stroebel,1821,1821,Unknown,,
Balthasar Bernards,1710,1710,Unknown,,
Shirley Jones,1934,1934,Unknown,,
Abraham Bloteling,1640,1640,Unknown,,
Pieter de Jode (I),1570,1570,Unknown,,
Philippus Velijn,1787,1787,Unknown,,
Jacobus Baptist,1665,1665,Unknown,,
Anthonie Willem Hendrik Nolthenius de Man,1793,1793,Unknown,,
George Wilson,1818,1818,Unknown,,
Johann Heinrich Maria Hubert Rennefeld,1832,1832,Unknown,,
James Scouler,1740,1740,Unknown,,
Guglielmo Faija,1803,1803,Unknown,,
Bonaventura Peeters (I),1614,1614,Unknown,,
John Augustus Atkinson,1775,1775,Unknown,,
Iven Besoet,1720,1720,Unknown,,
Balthasar Florisz. van Berckenrode,1591,1591,Unknown,,
Jacob van Rees,1854,1854,Unknown,,
Frans Huys,1522,1522,Unknown,,
Antonio Masutti,1810,1810,Unknown,,
Jacob Groenendijk,1762,1762,Unknown,,
Hendrik Dirk Kruseman van Elten,1829,1829,Unknown,,
François Gonord,1756,1756,Unknown,,
Arnold van Westerhout,1651,1651,Unknown,,
Frank Waters,1902,1902,Unknown,,
Kazuo Iha,1950,1950,Unknown,,
Salomon Savery,1594,1594,Unknown,,
Arthur Pond,1705,1705,Unknown,,
John Hill,1770,1770,Unknown,,
Maria Catharina Prestel,1747,1747,Unknown,,
Federico Faruffini,1833,1833,Unknown,,
Reinier Evert Johannes Roeterink,1831,1831,Unknown,,
Tethart Philip Christian Haag,1737,1737,Unknown,,
Pieter van der Beek,1967,1967,Unknown,,
Nishida Shun'ei,1953,1953,Unknown,,
Franz Gabriel Fiesinger,1752,1752,Unknown,,
Yuji Murakami,1970,1970,Unknown,,
Diana al-Hadid,1981,1981,Unknown,,
Rob Evans,1930,1930,Unknown,,
Tadeusz Brzozowski,1749,1749,Unknown,,
Miyasako Masaaki,1951,1951,Unknown,,
William Byrd III,1728,1728,Unknown,,
Giuseppe Vasi,1710,1710,Unknown,,
Jacob Taanman,1836,1836,Unknown,,
Adriaen Hendriksz. Verboom,1627,1627,Unknown,,
Togyū Okumura,1889,1889,Unknown,,
Cheung Yee,1945,1945,Unknown,,
Wu Chi-Tsung,1981,1981,Unknown,,
Frédéric Martens,1806,1806,Unknown,,
Maria Thereza Alves,1961,1961,Unknown,,
Pedro Duque y Cornejo,1678,1678,Unknown,,
Jozef Jankovič,1937,1937,Unknown,,
Kaiki Hasegawa,1898,1898,Unknown,,
Shindo Tsuji,1910,1910,Unknown,,
Juan de Mesa,1583,1583,Unknown,,
Jorge Oteiza,1908,1908,Unknown,,
Jacopo Torni,1476,1476,Unknown,,
Martti Kapanen,1949,1949,Unknown,,
Noel Middleton,1878,1878,Unknown,,
Mario Radice,1898,1898,Unknown,,
Arturo Dazzi,1881,1881,Unknown,,
Jerzy Karolak,1907,1907,Unknown,,
Janusz Jurjewicz,1923,1923,Unknown,,
Ivan Nestor Šafranko,1931,1931,Unknown,,
Natan Isayevich Altman,1890,1890,Unknown,,
Constantin Huygens,1596,1596,Unknown,,
Heinrich Johann Gärtner,1828,1828,Unknown,,
Louis XIV,1638,1638,Unknown,,
Pedro Millán,1500,1500,Unknown,,
Paul Jouve,1878,1878,Unknown,,
Hasegawa Toshiyuki,1891,1891,Unknown,,
Sebastiano De Albertis,1828,1828,Unknown,,
Louis Rémy Mignot,1831,1831,Unknown,,
Vinzenz Fischer,1729,1729,Unknown,,
Ellen Axson Wilson,1860,1860,Unknown,,
Ivan Vishnyakov,1699,1699,Unknown,,
John B. Martin,1937,1937,Unknown,,
Maestro dei Baldraccani,1500,1500,Unknown,,
U,1990,1990,Unknown,,
Josef Danhauser,1805,1805,Unknown,,
Giovanni Giacometti,1868,1868,Unknown,,
Antonín Hudeček,1872,1872,Unknown,,
Meiffren Conte,1630,1630,Unknown,,
Giovanni Paolo Pannini,1691,1691,Unknown,,
Giovanni Battista Ramenghi,1521,1521,Unknown,,
Lam Qua,1801,1801,Unknown,,
Pan,1885,1885,Unknown,,
Santi di Tito,1536,1536,Unknown,,
Nikolaos Xydias Typaldos,1826,1826,Unknown,,
Giovanni Michele Graneri,1736,1736,Unknown,,
Oh,1969,1969,Unknown,,
Cristoforo Savolini,1639,1639,Unknown,,
Ramiro Arrue,1892,1892,Unknown,,
William John Whittemore,1860,1860,Unknown,,
Francesco da Cotignola,1475,1475,Unknown,,
Benedetto Coda,1492,1492,Unknown,,
Georgios Margaritis,1814,1814,Unknown,,
Adolfo Guiard,1860,1860,Unknown,,
Leonardas Gutauskas,1938,1938,Unknown,,
Angelo Trezzini,1827,1827,Unknown,,
Giovanni Andrea Sirani,1610,1610,Unknown,,
Shahabuddin Ahmed,1950,1950,Unknown,,
Niccolo Renieri,1590,1590,Unknown,,
Melchior Feselen,1495,1495,Unknown,,
Thomas Hicks,1823,1823,Unknown,,
Josep Duran i Riera,1849,1849,Unknown,,
Francisco Sans Cabot,1828,1828,Unknown,,
Jacopo del Casentino,1279,1279,Unknown,,
Dmitry Shorin,1971,1971,Unknown,,
Vicente Palmaroli,1834,1834,Unknown,,
Antoine Ignace Melling,1763,1763,Unknown,,
Giuseppe Canella,1788,1788,Unknown,,
Juan José Gárate,1869,1869,Unknown,,
Claude,1932,1932,Unknown,,
Giuseppe Molteni,1800,1800,Unknown,,
Henry Lamb,1883,1883,Unknown,,
Frank Craig,1874,1874,Unknown,,
Jennie Augusta Brownscombe,1850,1850,Unknown,,
Beppe Ciardi,1875,1875,Unknown,,
Glyn Philpot,1884,1884,Unknown,,
Eduard Charlemont,1848,1848,Unknown,,
Luigi Bisi,1814,1814,Unknown,,
Sanyu,1907,1907,Unknown,,
Guglielmo Ciardi,1842,1842,Unknown,,
Claude Raguet Hirst,1855,1855,Unknown,,
Zhang Xiaoming,1963,1963,Unknown,,
Benjamin Williams Leader,1831,1831,Unknown,,
Grigory Chernetsov,1802,1802,Unknown,,
Baron François Gérard,1770,1770,Unknown,,
Badalocchio,1585,1585,Unknown,,
Nakamura Fusetsu,1866,1866,Unknown,,
Marco Gozzi,1759,1759,Unknown,,
Ray Smith,1949,1949,Unknown,,
Tieleman Cato Bruining,1801,1801,Unknown,,
Masuo Ikeda,1934,1934,Unknown,,
Takeshi Ishiguro,1969,1969,Unknown,,
Andor Borúth,1873,1873,Unknown,,
Marie-Geneviève Navarre,1735,1735,Unknown,,
Lucy Stone,1818,1818,Unknown,,
Lydia Maria Child,1802,1802,Unknown,,
Qian Songyan,1899,1899,Unknown,,
Sun Hao,243,243,Unknown,,
Pan Yuliang,1895,1895,Unknown,,
Frederick Garling,1806,1806,Unknown,,
Michael Lasuchin,1923,1923,Unknown,,
Zhu Yunming,1461,1461,Unknown,,
Clara Barton,1821,1821,Unknown,,
Francisco Fierro,1808,1808,Unknown,,
Charles Herbert Moore,1840,1840,Unknown,,
Madeleine Lemaire,1845,1845,Unknown,,
George Heriot,1759,1759,Unknown,,
Isaac Major,1576,1576,Unknown,,
Maurice Minkowski,1881,1881,Unknown,,
Frances Ann Hopkins,1838,1838,Unknown,,
Ben Quintana,1923,1923,Unknown,,
Guillem Roca,1860,1860,Unknown,,
Éamonn Ceannt,1881,1881,Unknown,,
Uroš Weinberger,1975,1975,Unknown,,
Smyth,1843,1843,Unknown,,
Edward Roper,1833,1833,Unknown,,
Tristram James Ellis,1844,1844,Unknown,,
Martine Bedin,1957,1957,Unknown,,
Eva Samuel,1904,1904,Unknown,,
Stanisław Fijałkowski,1922,1922,Unknown,,
Lidija Meškaitytė,1926,1926,Unknown,,
Jan Cybis,1897,1897,Unknown,,
McPherson,1947,1947,Unknown,,
Alfred Munnings,1878,1878,Unknown,,
Leonardo Dudreville,1885,1885,Unknown,,
Hortense Haudebourt-Lescot,1784,1784,Unknown,,
Hans Mattis-Teutsch,1884,1884,Unknown,,
Emilia Wickstead,1983,1983,Unknown,,
Merck,1951,1951,Unknown,,
Hiroshi Fujii,1950,1950,Unknown,,
Karen Walker,1969,1969,Unknown,,
Sarah Burton,1974,1974,Unknown,,
Satoru Takada,1959,1959,Unknown,,
Laura Ashley,1925,1925,Unknown,,
Anya Hindmarch,1968,1968,Unknown,,
Liu Haisu,1896,1896,Unknown,,
William Berczy,1744,1744,Unknown,,
Charles Rosen,1878,1878,Unknown,,
Giuseppe Troni,1739,1739,Unknown,,
Sun Zongwei,1912,1912,Unknown,,
Arthur Coulin,1869,1869,Unknown,,
Emilio Gola,1851,1851,Unknown,,
Giovanni Carnovali,1804,1804,Unknown,,
Piero Giunni,1912,1912,Unknown,,
Arturo Tosi,1871,1871,Unknown,,
Giuseppe Collignon,1778,1778,Unknown,,
Antonín Machek,1775,1775,Unknown,,
Evelyn Dunbar,1906,1906,Unknown,,
Alan Moore,1953,1953,Unknown,,
Scipione,1904,1904,Unknown,,
Jean-Baptiste Massé,1687,1687,Unknown,,
Philip Taaffe,1955,1955,Unknown,,
Holger Drachmann,1846,1846,Unknown,,
Pedro Weingärtner,1853,1853,Unknown,,
Jacques Rousseau,1630,1630,Unknown,,
Carl Karger,1848,1848,Unknown,,
Kim Jong-tae,1953,1953,Unknown,,
Maria van Oosterwijck,1623,1623,Unknown,,
Derek O'Connor,1978,1978,Unknown,,
Edith Mitchill Prellwitz,1864,1864,Unknown,,
Ludwig Thiersch,1825,1825,Unknown,,
Rudolf Koller,1828,1828,Unknown,,
José Wasth Rodrigues,1891,1891,Unknown,,
Jean Nocret,1615,1615,Unknown,,
Antonio Rocco,1586,1586,Unknown,,
Dionysios Tsokos,1814,1814,Unknown,,
Aleš Veselý,1935,1935,Unknown,,
Henri Nicolas Vinet,1817,1817,Unknown,,
Ernest Ange Duez,1843,1843,Unknown,,
Charles Francois Lacroix,1700,1700,Unknown,,
Gillis van Tilborch,1625,1625,Unknown,,
Albert Anker,1831,1831,Unknown,,
François Pascal Simon Gérard,1770,1770,Unknown,,
Alessandro Ciccarelli,1808,1808,Unknown,,
Valeriano Bécquer,1833,1833,Unknown,,
Johann Heinrich Wüest,1741,1741,Unknown,,
Anton Kolig,1886,1886,Unknown,,
Sir Nathaniel Bacon,1593,1593,Unknown,,
Domenico Zampieri,1581,1581,Unknown,,
Brett,1898,1898,Unknown,,
Ferdinand Katona,1864,1864,Unknown,,
Peter Július Kern,1881,1881,Unknown,,
Alfred Phillipe Roll,1846,1846,Unknown,,
Hendrik de Fromantiou,1633,1633,Unknown,,
Richard F. Lack,1928,1928,Unknown,,
William Kendall,1903,1903,Unknown,,
Arturo Ferrari,1861,1861,Unknown,,
Bartolomeo Pietromarchi,1968,1968,Unknown,,
Pedro Peña,1864,1864,Unknown,,
Meister von Großgmain,1500,1500,Unknown,,
Theodor Gehlhaar,1805,1805,Unknown,,
Mario Broglio,1891,1891,Unknown,,
William May,1979,1979,Unknown,,
Bruno Johannes Tideman,1834,1834,Unknown,,
F.L. Geerling,1815,1815,Unknown,,
Thomas Brunton,1831,1831,Unknown,,
Hendrik Aeneae,1743,1743,Unknown,,
Willem Janszoon Blaeu,1571,1571,Unknown,,
Meunier,1857,1857,Unknown,,
Edward Pakenham,1778,1778,Unknown,,
Frederik Kaiser,1808,1808,Unknown,,
William Congreve,1670,1670,Unknown,,
Samuel Brown,1776,1776,Unknown,,
Robert Fulton,1765,1765,Unknown,,
Baxter,1787,1787,Unknown,,
Miwa,1990,1990,Unknown,,
Marshall,1842,1842,Unknown,,
John Padmore,1914,1914,Unknown,,
Balthazar Lieutaud,1720,1720,Unknown,,
J. Hudig,1880,1880,Unknown,,
Schick,1881,1881,Unknown,,
John Penn,1760,1760,Unknown,,
Jacobus Boelen,1791,1791,Unknown,,
Michel de Klerk,1884,1884,Unknown,,
François Joseph Juste Sieurac,1781,1781,Unknown,,
Simon Oeben,1722,1722,Unknown,,
Matthijs Horrix,1735,1735,Unknown,,
Jean Nadal,1950,1950,Unknown,,
Adam Struys,1721,1721,Unknown,,
Roger Lacroix,1933,1933,Unknown,,
C. Phillips,1846,1846,Unknown,,
Camillo Filippi,1500,1500,Unknown,,
Francisco Dionisio de Ribas,1616,1616,Unknown,,
Luigi Mainolfi,1948,1948,Unknown,,
Neil Roberts,1964,1964,Unknown,,
Ana Sánchez,1976,1976,Unknown,,
François Barreau,1731,1731,Unknown,,
Pierre Louis Bouvier,1765,1765,Unknown,,
Charles Cohan,1800,1800,Unknown,,
Simon Luttichuys,1610,1610,Unknown,,
Nicola Filotesio,1480,1480,Unknown,,
Etienne-Charles Leguay,1744,1744,Unknown,,
Johannes Hermanus Koekkoek,1778,1778,Unknown,,
Uche Okpa-Iroha,1972,1972,Unknown,,
Monika Piwowarska,1914,1914,Unknown,,
Giorgio Guidi,1937,1937,Unknown,,
Miquel García Membrado,1975,1975,Unknown,,
Matteo Greuter,1564,1564,Unknown,,
Jaume Solé,1943,1943,Unknown,,
Vincenzo Maria Coronelli,1650,1650,Unknown,,
Craig Koomeeta,1977,1977,Unknown,,
William Hunter,1718,1718,Unknown,,
William Whitehead,1715,1715,Unknown,,
Nicola Facchinetti,1824,1824,Unknown,,
David Ellsworth,1944,1944,Unknown,,
Federico Sancho,1978,1978,Unknown,,
Władysław Hasior,1928,1928,Unknown,,
Giuseppe Maria Bonzanigo,1745,1745,Unknown,,
Massimo Iosa Ghini,1959,1959,Unknown,,
Luca Scacchetti,1952,1952,Unknown,,
Mose Tolliver,1918,1918,Unknown,,
Maija Holma,1971,1971,Unknown,,
Hans Asper,1499,1499,Unknown,,
Sándor Nagy,1868,1868,Unknown,,
John Fery,1859,1859,Unknown,,
James Smillie,1807,1807,Unknown,,
Crispijn van den Queborn,1604,1604,Unknown,,
Rugendas,1802,1802,Unknown,,
Johann Theodor de Bry,1561,1561,Unknown,,
Hendrik Bary,1632,1632,Unknown,,
Cornelis Bloemaert (II),1603,1603,Unknown,,
Christoffel van Sichem (I),1546,1546,Unknown,,
Philips Galle,1537,1537,Unknown,,
Frans Allen,1616,1616,Unknown,,
Matthijs Pool,1676,1676,Unknown,,
Carel Jacob de Huyser,1743,1743,Unknown,,
Abraham Jacobsz. Hulk,1751,1751,Unknown,,
Christiaan Hagen,1630,1630,Unknown,,
Joost van den Vondel,1587,1587,Unknown,,
Jan Collaert (II),1560,1560,Unknown,,
Johann Andreas Graff,1636,1636,Unknown,,
Elias Nessenthaler,1664,1664,Unknown,,
Johannes Valdor (II),1616,1616,Unknown,,
Jonas Suyderhoef,1613,1613,Unknown,,
Michiel Mosijn,1628,1628,Unknown,,
Willem van de Passe,1590,1590,Unknown,,
Franciscus van der Steen,1625,1625,Unknown,,
Nicolaes van Geelkercken,1585,1585,Unknown,,
Frederik Ottens,1694,1694,Unknown,,
Samuel Donnet,1699,1699,Unknown,,
Willem Isaacsz. van Swanenburg,1581,1581,Unknown,,
Wouter Jongman,1685,1685,Unknown,,
Frans de Bakker,1736,1736,Unknown,,
Jan Brouwer,1950,1950,Unknown,,
Francesco Pozzi,1742,1742,Unknown,,
Georg Balthasar Probst,1732,1732,Unknown,,
Daniël van den Bremden,1586,1586,Unknown,,
Godefroy Engelmann,1788,1788,Unknown,,
Jan van Jagen,1707,1707,Unknown,,
Angelo Biasioli,1790,1790,Unknown,,
Andries Jacobsz. Stock,1580,1580,Unknown,,
Marten de Vos the Elder,1532,1532,Unknown,,
Justus Chevillet,1729,1729,Unknown,,
Zacharias Dolendo,1575,1575,Unknown,,
Cornelis Galle (II),1615,1615,Unknown,,
William Unger,1837,1837,Unknown,,
Hendrik Roosing,1763,1763,Unknown,,
Jean Godefroy,1771,1771,Unknown,,
Floris Balthasarsz. van Berckenrode,1562,1562,Unknown,,
Franco Estius,1545,1545,Unknown,,
Jacob de Gheyn (II),1565,1565,Unknown,,
Alfred Martinet,1821,1821,Unknown,,
Cornelis Apeus,1634,1634,Unknown,,
Nicolas de Larmessin (I),1632,1632,Unknown,,
Experiens Sillemans,1611,1611,Unknown,,
Pieter Serwouters,1586,1586,Unknown,,
Gilles-Louis Chrétien,1754,1754,Unknown,,
Pieter Yver,1712,1712,Unknown,,
Noël Le Mire,1724,1724,Unknown,,
Sergio Hernández,1983,1983,Unknown,,
Karel van Mallery,1571,1571,Unknown,,
Kikukawa Eizan,1787,1787,Unknown,,
Leonardus Schweickhardt,1783,1783,Unknown,,
Adriaen Pietersz. van de Venne,1589,1589,Unknown,,
Evert Maaskamp,1769,1769,Unknown,,
Dominicus Lampsonius,1532,1532,Unknown,,
Kitao Shigemasa,1739,1739,Unknown,,
John Morris,1897,1897,Unknown,,
Utagawa Toyokuni II,1777,1777,Unknown,,
Richard Collin,1626,1626,Unknown,,
