artist_name,birth_year,birth_year_key,place_name
Ron Gomboc,1947,1947,Ljubljana
Richard Posner,1939,1939,New York City
Yamano,1931,1931,Unknown
Mares,250,250,Unknown
Christian Dorflinger,1828,1828,Rosteig
Greenwood,1921,1921,Suffolk
McDonald,1837,1837,Unknown
Betts,1884,1884,Unknown
Frederick Bassett,1848,1848,Unknown
Thomas Danforth,1623,1623,Framlingham
Samuel Danforth,1626,1626,United States of America
Thomas Melville,1852,1852,Southgate
Samuel Hamlin,1746,1746,Unknown
Richard Lee,1732,1732,Stratford Hall
Thomas Danforth Boardman,1784,1784,Unknown
John Skinner,1721,1721,Balfour
William Allen,1949,1949,Unknown
John Danforth,1936,1936,St. Louis
Ebenezer Smith,1668,1668,Unknown
Spencer Stafford,1772,1772,Unknown
Johann Brand,1626,1626,Strasbourg
Olga de Amaral,1932,1932,Bogotá
Isidore De Rudder,1855,1855,Brussels metropolitan area
Hercules Segers,1589,1589,Haarlem
Luc Aubort,1971,1971,Lausanne
Mali Genest,1961,1961,Unknown
Nguyen Van Nhan,1924,1924,Hang Bong
Serge Chermayeff,1900,1900,Grozny
M. Weiss,1822,1822,Unknown
Togrul Narimanbekov,1930,1930,Baku
Logan,1723,1723,Unknown
Eliza M. Kandle,1822,1822,Unknown
Hannah Morrison,1950,1950,Unknown
Ben Taylor,1977,1977,Unknown
David C. Driskell,1931,1931,Eatonton
Giovanni Caselli,1698,1698,Castagnola
Léon Foucault,1819,1819,Paris
Clara Driscoll,1861,1861,Tallmadge
Hausdorff,1868,1868,Wrocław
Anthonie van den Bos,1763,1763,Nijmegen
Louis Marin Bonnet,1736,1736,Unknown
Filippo Tommaso Marinetti,1876,1876,Alexandria
Emilio Isgrò,1937,1937,Barcellona Pozzo di Gotto
Inés Olmedo,1961,1961,Maldonado
Andrés Audiffred,1895,1895,Mexico City
Zhang Shanzi,1882,1882,Unknown
Gastone Novelli,1895,1895,Ancona
Alberto Bevilacqua,1934,1934,Parma
Francesco Coccia,1788,1788,Budrio
Amerigo Tot,1909,1909,Hungary
Umberto Bottazzi,1865,1865,Rome
Vittorio Grassi,1878,1878,Rome
Guillaume de Marcillat,1470,1470,La Châtre
Paolo Paschetto,1885,1885,Torre Pellice
Hans Jegli,1579,1579,Winterthur
Frederick Wilson,1912,1912,London
Giuseppe Bertini,1825,1825,Milan
Brian Clarke,1953,1953,Oldham
Peter Hemmel,1420,1420,Andlau
Misha Kahn,1989,1989,Duluth
Charles Joseph Sax,1790,1790,Dinant
Richard Haka,1645,1645,London
Herman Doomer,1595,1595,Willich
Albert Jansz. Vinckenbrinck,1604,1604,Spaarndam
Normand Hudon,1929,1929,Montreal
Captain William Baillie,1723,1723,County Carlow
Alfred Wallis,1855,1855,Devonport
Hamed Nada,1924,1924,Unknown
Charles-Guillaume Diehl,1811,1811,Unknown
Jacob Pieter van den Bosch,1868,1868,Amsterdam
Corti,1729,1729,Viano
Thomas Day,1748,1748,London
Samuel Hill,1857,1857,North Carolina
Mark Catesby,1683,1683,Essex
Elisha Kirkall,1682,1682,Sheffield
Daniel Lindtmayer,1552,1552,Schaffhausen
Johann Daniel Herz,1693,1693,Augsburg
Friedrich Krebs,1894,1894,Germersheim
Sebastian Vrancx,1573,1573,Unknown
Henri-Pierre Danloux,1753,1753,Paris
Bartolommeo Biscaino,1629,1629,Unknown
Louis Riel,1844,1844,Saint Boniface
François Xavier Habermann,1721,1721,Kłodzko
Nicolas Cochin,1610,1610,Troyes
John Dixon,1740,1740,Dublin
Cornelius Dusart,1660,1660,Unknown
Richard Earlom,1743,1743,London
Valentine Green,1739,1739,Salford Priors
Pieter van Sompel,1600,1600,Antwerp
Nicolaes de Bruyn,1571,1571,Antwerp
Christoph Jamnitzer,1563,1563,Nuremberg
Pieter Molijn,1595,1595,Unknown
Jacques Grasset de Saint-Sauveur,1757,1757,Montreal
Frederick De Wit,1630,1630,Gouda
Jo Jenks,1903,1903,Unknown
Koichi Ogino,1921,1921,Osaka Prefecture
Keld Moseholm,1936,1936,Unknown
Graham Badari,1963,1963,Unknown
Yanggarriny Wunungmurra,1932,1932,Unknown
Wukun Wanambi,1962,1962,Arnhem Land
Bakulangay Marawili,1944,1944,Unknown
Francesco Vezzoli,1971,1971,Brescia
William Kent,1684,1684,Bridlington
Ignatius van Logteren,1685,1685,Amsterdam
Odoardo Fantacchiotti,1811,1811,Rome
Zélia Salgado,1904,1904,São Paulo
Jacobus Cressant,1675,1675,Unknown
Salvatore Albano,1841,1841,Oppido Mamertina
Emanuel Bardou,1744,1744,Basel
Bartholomeus Eggers,1637,1637,Antwerp
Frans Stracké,1820,1820,Dorsten
Louis Royer,1793,1793,Mechelen
Marin,1721,1721,La Ciotat
Innocenzo Fraccaroli,1805,1805,Verona
William Wetmore Story,1819,1819,Salem
Johan Keller,1863,1863,The Hague
Cornelis Beets,1854,1854,Heemstede
Bart van Hove,1850,1850,The Hague
Giovanni Jacopo Caraglio,1500,1500,Verona
Xu Qu,1636,1636,Unknown
Petr Nikl,1960,1960,Zlín
Matteo di Pacino,1350,1350,Unknown
Felix Lecomte,1737,1737,Paris
Sir Alfred Gilbert,1854,1854,Unknown
Gilly,1911,1911,Fairfield
Francesco Antonio Franzoni,1734,1734,Carrara
Ettore Ximenes,1855,1855,Palermo
Moses Jacob Ezekiel,1844,1844,Richmond
Agostino Busti,1483,1483,Busto Arsizio
Joaquín Bilbao,1864,1864,Seville
Vincenzo Jerace,1862,1862,Polistena
Hubert Le Sueur,1580,1580,Paris
Pierre Migeon,1696,1696,Paris
Charles Rudy,1904,1904,York
Robert Jacob Gordon,1743,1743,Doesburg
Cornelis van Hardenbergh,1755,1755,Rotterdam
Jan Kobell (I),1755,1755,Rotterdam
Jan Brandes,1743,1743,Bodegraven
Jan de Waardt,1871,1871,Rotterdam
Hendrik Abraham Klinkhamer,1810,1810,Amsterdam
David Kock,1675,1675,Unknown
Louis Moritz,1773,1773,The Hague
Willem Anthonie van Deventer,1824,1824,The Hague
Pieter Moninckx,1606,1606,The Hague
Lambert ten Kate,1674,1674,Amsterdam
Nicolaes Muys,1740,1740,Rotterdam
Jason Moss,1969,1969,Lawrence
Jacobus Harrewijn,1660,1660,Amsterdam
Jurriaan Cootwijck,1714,1714,Amsterdam
Richard Roland Holst,1868,1868,Amsterdam
Cor van Teeseling,1915,1915,Amsterdam
Elias Stark,1849,1849,Unknown
Jacob Appel (I),1680,1680,Amsterdam
Wijnand Esser,1779,1779,Cologne
Nicolaes van Haeften,1663,1663,Gorinchem
Jan Arends,1738,1738,Dordrecht
Reinier Ziesenis,1776,1776,Amsterdam
Willem Hendrik Hoogkamer,1790,1790,Amsterdam
Pieter Gerardus van Os,1776,1776,The Hague
Cornelis van Cuylenburgh (II),1758,1758,Utrecht
Abraham Lion Zeelander,1789,1789,Amsterdam
Willem Rutgaert van der Wall,1756,1756,Utrecht
Christiaan Wilhelmus Moorrees,1801,1801,Nijmegen
Constantinus Cornelis Huysmans,1810,1810,Breda
Jacob Folkema,1692,1692,Dokkum
Willem Roelofs (I),1874,1874,Schaerbeek
Jacob Houbraken,1698,1698,Unknown
Willem van de Velde (I),1611,1611,Leiden
Cornelis de Bruyn,1652,1652,The Hague
Lee In-sung,1996,1996,South Korea
Jacob Ernst Marcus,1774,1774,Sint Eustatius
Jacob van der Schley,1715,1715,Amsterdam
Crispijn van de Passe (I),1564,1564,Arnemuiden
Pieter Nolpe,1613,1613,Amsterdam
Maria Margaretha la Fargue,1743,1743,The Hague
Simon van den Berg,1812,1812,Overschie
Joannis Jacobus Bijlaert,1734,1734,Rotterdam
Georg Sturm,1855,1855,Vienna
Viliam Forberger,1848,1848,Kežmarok
Ferdinand Oldewelt,1857,1857,Amsterdam
Hendrik Petrus Berlage,1856,1856,Amsterdam
Rudy Ricciotti,1952,1952,Kouba
Alessandro Gnocchi,1959,1959,Villa d'Adda
Carol Rama,1918,1918,Turin
Thomas Matthew Rooke,1842,1842,Unknown
Agnes Arellano,1949,1949,Unknown
Maria Dompè,1959,1959,Fermo
Lorenzo Ottoni,1648,1648,Rome
Christian Daniel Rauch,1777,1777,Bad Arolsen
Preston Powers,1842,1842,Florence
Adolf von Hildebrand,1847,1847,Marburg
Sarah Bernhardt,1844,1844,Paris
Ercole Ferrata,1610,1610,Pellio Intelvi
Thomas Ender,1793,1793,Vienna
Roberto Domingo y Fallola,1883,1883,Paris
Mariano Benlliure Gil,1862,1862,Valencia
György Jovánovics,1939,1939,Budapest
Miloslav Chlupac,1920,1920,Benešov
Dupuis,1823,1823,Unknown
Huang Xinbo,1915,1915,Unknown
Blaschka,1841,1841,Hodkovice nad Mohelkou
Vasily Semyonovich Bogatyryov,1871,1871,Q19897243
Carmen Flores,1892,1892,Almendralejo
Srinivasa Prasad,1949,1949,Mysore
Alice Morgan Wright,1881,1881,Albany
Fyodor Petrovich Tolstoy,1783,1783,Saint Petersburg
Italo Gismondi,1887,1887,Rome
Pierre Roche,1855,1855,Paris
Herbert Basedow,1881,1881,Kent Town
Annibale Fontana,1540,1540,Milan
Antonio Álvarez,1979,1979,Caracas
Antoine Benoist,1632,1632,Joigny
Mike Adrao,1973,1973,Unknown
Judith Hopf,1969,1969,Karlsruhe
Morgan,1836,1836,Dayton
Acácio Lino,1878,1878,Travanca
Han Sai Por,1943,1943,Japanese occupation of Singapore
Hugo Gellert,1892,1892,Budapest
José Contente,1907,1907,Coimbra
Whitfield Lovell,1959,1959,The Bronx
Bruce,1730,1730,Stirling
Sherman,1927,1927,Unknown
White,1862,1862,Cazenovia
Inca,1909,1909,Q20544819
Raymond Duncan,1874,1874,San Francisco
Sean Lee,1986,1986,Pittsburgh
Kaffe Fassett,1937,1937,California
William Fan,1987,1987,Hanover
Augustine Martin,1935,1935,Unknown
Adrian Adolph Greenberg,1903,1903,Naugatuck
Laure Tixier,1972,1972,Chamalières
Jolanta Owidzka,1927,1927,Radom
Digby Morton,1906,1906,Dublin
Ralph Lauren,1939,1939,The Bronx
Kano Eitoku,1543,1543,Heian-kyō
Antonio Santucci,1550,1550,Pomarance
Robert Perrier,1898,1898,Paris
Tarshito,1952,1952,Unknown
Kanō Naizen,1570,1570,Unknown
Maurice Taquoy,1878,1878,Unknown
Henrik Vibskov,1972,1972,Kjellerup
Victor Lhuer,1876,1876,Bucharest
Greg Wyatt,1949,1949,Unknown
Andrea Galvani,1973,1973,Italy
Maud Cotter,1954,1954,Wexford
Federico Silva,1923,1923,Mexico City
Diego Tonus,1984,1984,Unknown
Jota Castro,1965,1965,Unknown
Jan Brown,1922,1922,Sydney
Joaquim Claret i Vallès,1879,1879,Camprodon
Peter Lundberg,1961,1961,Green Bay
Faust,1832,1832,Szczecin
Tokuma Katayama,1854,1854,Hagi
Peer Smed,1878,1878,Unknown
Cody Sanderson,1964,1964,Unknown
Alexander Stewart,1847,1847,Unknown
Omar Ramsden,1873,1873,Sheffield
Anthony Nelme,1681,1681,Unknown
Robert Riddle Jarvie,1865,1865,Schenectady
Rachel Shimpock,1976,1976,Unknown
Harry Powell,1878,1878,Malvern
Robert Hendery,1814,1814,Corfu
Suzanne Talbot,1879,1879,Unknown
Davis,1928,1928,New York City
Jean Nouvel,1945,1945,Fumel
Luiz Carlos Brugnera,1966,1966,Unknown
Percy Lau,1903,1903,Arequipa
Jaume Plensa,1955,1955,Barcelona
Francisco Javier Parcerisa Boada,1803,1803,Barcelona
Ender,1838,1838,Unknown
Louis Alexander Boulanger,1798,1798,Paris
Kang,1929,1929,Unknown
Cecil Cooper,1949,1949,Brenham
Myint Aung,1931,1931,Bago Region
Justine Gaga,1974,1974,Douala
František Matoušek,1967,1967,Boskovice
Frédéric Gabioud,1990,1990,Lausanne
Abdus Salam,1926,1926,Jhang
Andreja Eržen,1969,1969,Ljubljana
Boris Nzebo,1979,1979,Gabon
Ho Tzu Nyen,1976,1976,Singapore
Eduard Ovčáček,1933,1933,Třinec
Mandy Adamson,1972,1972,Unknown
Yaritji Young,1956,1956,Unknown
Karen Bird,1966,1966,Hamilton
Aureli Ruiz,1959,1959,Reus
Engjëll Berisha,1926,1926,Unknown
Helen McCarthy,1951,1951,Unknown
Kęstutis Grigaliūnas,1957,1957,Unknown
Michael Taylor,1942,1942,Unknown
Jimmy Lueders,1927,1927,Unknown
Jozef Theodor Mousson,1887,1887,Hőgyész
Mohammed Melehi,1936,1936,Asilah
Martin Wong,1997,1997,British Hong Kong
Eileen Monaghan Whitaker,1911,1911,Unknown
Nick Maxwell,1983,1983,Geelong
Kr,1982,1982,Unknown
Jiří Sopko,1942,1942,Dubove
Irakli Gamrekeli,1894,1894,Gori
Margaret Stoddart,1865,1865,Diamond Harbour
William Louis Sonntag,1822,1822,Pennsylvania
Frederick John Widgery,1861,1861,Exeter
Nicolaes de Kemp,1574,1574,Tournai
Julius Stockfleth,1857,1857,Wyk auf Föhr
Henry F. Farny,1847,1847,Ribeauvillé
Adam Henein,1929,1929,Cairo
Barnes,1858,1858,Madison
José Jiménez Donoso,1632,1632,Consuegra
Jean Urbain Guérin,1761,1761,Strasbourg
Bernardino Gatti,1495,1495,Pavia
Mohamed Traore,1993,1993,Conakry
Oldekop,1883,1883,Holtsee
Jan Harmensz. Muller,1571,1571,Amsterdam
Luc Olivier Merson,1846,1846,Paris
W. G. Collingwood,1854,1854,Liverpool
Salvador Bartolozzi,1882,1882,Madrid
Jan Owen,1940,1940,Adelaide
Kim Hee Jin,1958,1958,Unknown
Hendrick van Steenwijck the Younger,1580,1580,Antwerp
Jacques Joseph Tissot,1836,1836,Nantes
Jacques Le Moyne de Morgues,1533,1533,Dieppe
Louis Carrogis de Carmontelle,1717,1717,Unknown
Nicolaas Struyck,1686,1686,Amsterdam
Chant Avedissian,1951,1951,Bulaq
Ball,1850,1850,Hampstead
Jimmy Choo,1948,1948,George Town
Astrid Tiits,1907,1907,Unknown
Gerd Knäpper,1943,1943,Wuppertal
Carl Frederik Liisberg,1860,1860,Aarhus
Franz Anton Bustelli,1723,1723,Locarno
Kato Gosuke IV,1839,1839,Unknown
Jaime Hayon,1974,1974,Madrid
Giuseppe Naudin,1792,1792,Parma
I. Miller,1894,1894,Stănișești
Alois Von Anreiter,1803,1803,Bolzano
Colin Pearson,1923,1923,London
Ernst August Leuteritz,1818,1818,Fischergasse
Rodolfo Grandi,1880,1880,Tuenno
Christian Thomsen,1959,1959,Bern
Alice Wang,1964,1964,Unknown
William Barber,1807,1807,London
Hubert Gerhard,1550,1550,'s-Hertogenbosch
Godefroid Devreese,1861,1861,Kortrijk
Gerrit van der Veen,1902,1902,Amsterdam
Henry de Triqueti,1803,1803,Conflans-sur-Loing
Henricus Meurs,1650,1650,Unknown
Eric Claus,1936,1936,Haarlem
Michel Molard,1641,1641,Unknown
Johan Philip Menger,1818,1818,Utrecht
Ian Jacob Pieters,1925,1925,Rotterdam
J.Ph. van Zegveld,1891,1891,Utrecht
Han Richters,1915,1915,Rotterdam
Jacob Jan van Goor,1874,1874,Amersfoort
Christianus,1530,1530,Klatovy
Thomas Bernard,1769,1769,Unknown
Girolamo Campagna,1549,1549,Verona
Johan Philip van der Kellen,1831,1831,Utrecht
Daniel Dupuis,1849,1849,Blois
Pieter de Monchy,1916,1916,Hengelo
Pieter Xaveri,1647,1647,Antwerp
Dirk Bus,1907,1907,The Hague
Henk van Bommel,1938,1938,The Hague
Marinus Kutterink,1907,1907,Unknown
Samuel Cohen Elion,1840,1840,Amsterdam
Laurent Joseph Hart,1810,1810,Antwerp
Ferdinand Barbedienne,1810,1810,L'Oudon
Johann Heinrich Schepp,1736,1736,Diez
Pieter Hemony,1619,1619,canton of Poissons
Jacques Caffieri,1678,1678,Paris
Alexandre Fortier,1700,1700,Unknown
Arpád Račko,1930,1930,Szolnok
Juste-Aurèle Meissonier,1695,1695,Turin
Edmund de Waal,1964,1964,Nottingham
Theodore Russell Davis,1840,1840,Unknown
Beth Levine,1914,1914,Unknown
Charles-Eloi Asselin,1743,1743,Unknown
Dokimasia Painter,500,500,Unknown
Tamikichi Kato,1772,1772,Kasugai district
Tomimoto Kenkichi,1886,1886,Ando
James Beech,1871,1871,Smallthorne
Wilhelm Caspar Wegely,1714,1714,Berlin
Anton Kothgasser,1769,1769,Vienna
Brunswick Monogrammist,1501,1501,Unknown
David Regan,1955,1955,Unknown
Ignaz Preissler,1676,1676,Bedřichovka
David Gray,1968,1968,Sale
Johann Friedrich Böttger,1682,1682,Schleiz
Michael Frimkess,1937,1937,Los Angeles
Anthony Shaw,1960,1960,Unknown
Johann Gottlieb Kirchner,1706,1706,Merseburg
Ralph Stevenson,1895,1895,Unknown
Pál Horti,1865,1865,Pest
Ken Price,1935,1935,Los Angeles
Thomas Chandler,1772,1772,Bedford
Wayne Higby,1943,1943,Unknown
Abdul Hay Mosallam Zarara,1933,1933,Al-Dawayima
Valdivia,1928,1928,Martos
Paul Preuning,1501,1501,Unknown
Ralph Hall,1923,1923,Fate
Davenport,1907,1907,Huncoat
Lucie Rie,1902,1902,Vienna
Mario Botta,1943,1943,Mendrisio
Richard Batterham,1936,1936,Woking
Francesco Ladatte,1706,1706,Turin
Bernard Howell Leach,1887,1887,British Hong Kong
Walter Keeler,1933,1933,Ludwigshafen
David Andrew Leach,1911,1911,Tokyo
Magdalene Odundo,1950,1950,Nairobi
Denise Wren,1891,1891,Unknown
Jane Hamlyn,1940,1940,Unknown
Hans Coper,1920,1920,Chemnitz
Barbara Cass,1921,1921,Berlin
William Staite Murray,1881,1881,London
René Buthaud,1886,1886,Saintes
Harry Davis,1907,1907,Unknown
Ray Finch,1963,1963,Liverpool
Maija Grotell,1899,1899,Helsinki
Jim Malone,1962,1962,Chatham
Ian Godfrey,1942,1942,Unknown
Katharine Pleydell-Bouverie,1895,1895,Coleshill
František Patočka,1927,1927,Sečovce
Vojtech Löffler,1906,1906,Košice
Ugo La Pietra,1938,1938,Bussi sul Tirino
Gerard de Jode,1509,1509,Nijmegen
James Hadley,1821,1821,Fairfield
Jean-Louis Morin,1732,1732,Vincennes
Takeshi Yasuda,1943,1943,Tokyo
Min,1991,1991,Seoul
Mare,1874,1874,Unknown
Bally,1882,1882,Aarau
Jean-Claude Duplessis,1699,1699,Turin
Hella Jongerius,1963,1963,De Meern
Giuseppe Gricci,1700,1700,Florence
Elizabeth Fritsch,1940,1940,Wales
Milan Lukáč,1962,1962,Bojnice
John Warrock,1774,1774,Unknown
Thomas Edward Lawrence,1888,1888,Tremadog
Patrick Henry,1736,1736,Hanover County
Manal Al Dowayan,1973,1973,Dhahran
William Bower Dalton,1868,1868,Unknown
Eric James Mellon,1925,1925,Unknown
David Lloyd-Jones,1934,1934,London
Chafic Abboud,1926,1926,Lebanon
Ismail Fattah,1934,1934,Basra
Marie Gudme Leth,1895,1895,Aarhus
Giovanni Ozzola,1982,1982,Florence
Boudicca,30,30,Roman Britain
Tutin,1908,1908,Kew
Eliza van Zuylen,1890,1890,Jakarta
Hippolyte Lebas,1782,1782,Paris
Gianni Caravaggio,1968,1968,Rocca San Giovanni
Josep Abril,1879,1879,El Masnou
James Wedge,1939,1939,Unknown
Mary Catherine Lamb,1949,1949,Oakland
Carolyn Schnurer,1908,1908,Unknown
Sue Blane,1949,1949,Wolverhampton
Paula Ahronson,1908,1908,Hamburg
Rebecca Scattergood Savery,1770,1770,Unknown
Alphonse Marie Mucha,1860,1860,Ivančice
Pietro Cipriani,1810,1810,San Piero a Sieve
Frances Hawkins,1913,1913,San Francisco
Martina Glomb,1960,1960,Bremen
Frédéric Joliot-Curie,1900,1900,16th arrondissement of Paris
Chen Wenling,1969,1969,Anxi County
Jock Clutterbuck,1945,1945,Unknown
Ibrahim Ismail,1922,1922,Johor Sultanate
Elaine Miles,1960,1960,Pendleton
August von Kreling,1818,1818,Osnabrück
Josef Mařatka,1874,1874,Prague
Geoffrey Whiting,1919,1919,Unknown
Kimie Kitamura,1972,1972,Unknown
Michael Casson,1925,1925,Unknown
Bernard Leach,1887,1887,Unknown
Albert H. Henderson,1893,1893,Unknown
Frankie Welch,1923,1923,Rome
Monika Grzymala,1970,1970,Zabrze
Enrico Paulucci,1901,1901,Genoa
Slava Raškaj,1877,1877,Ozalj
Pseudo-Jacquemart de Hesdin,1300,1300,Unknown
Lorenzo Fonda,1979,1979,Modena
Virgilio Marchi,1895,1895,Livorno
Giacomo Jaquerio,1375,1375,Turin
Russian,1985,1985,Madrid
Tommaso del Mazza,1400,1400,Unknown
Armand Julien Pallière,1784,1784,Bordeaux
Antonio da Viterbo,1450,1450,Viterbo
Michele Damaskinos,1530,1530,Heraklion
Arcangelo di Jacopo del Sellaio,1477,1477,Florence
Giovanni Mansueti,1465,1465,Venice
R. H. Ives Gammell,1893,1893,Providence
Pietro Nelli,1375,1375,Borgo San Lorenzo
Teramo Piaggio,1485,1485,Zoagli
Hugo Demartini,1931,1931,Prague
Elizabeth Gordon,1866,1866,Unknown
Emil Venkov,1937,1937,Sofia
Patrick Jouin,1956,1956,Unknown
Andy Dewantoro,1974,1974,Unknown
Marion Delarue,1986,1986,Bois-Guillaume
Katsuhiko Chaen,1961,1961,Unknown
Dmitry Klimenko,1969,1969,Nizhyn
Alexey Dyakov,1961,1961,Nizhny Novgorod
Zhang Yan,1617,1617,Unknown
Kevin Crawford,1967,1967,Unknown
Baldrick Buckle,1972,1972,Unknown
Morita Shiryū,1912,1912,Toyooka
Claudia Comte,1983,1983,Morges
Aōdō Denzen,1748,1748,Sukagawa
Maxime David,1798,1798,Châlons-en-Champagne
Michael VII,1050,1050,Constantinople
Jan Bonket,1727,1727,Unknown
Johannes Michiel Lageman,1735,1735,Amsterdam
Jean Ducrollay,1710,1710,Unknown
Georges Fouquet,1862,1862,Paris
Pierre le Roy,1803,1803,City of Brussels
Henri Toutin,1614,1614,Châteaudun
Johannes Mattheus van Kempen,1814,1814,Utrecht
Charles Piat,1910,1910,Unknown
Dirk Wolbers,1890,1890,Haarlem
Louis Cousin,1627,1627,Troyes
Yi Jing,635,635,Yanjing
Iver Winfeldt Buch,1749,1749,Unknown
Christian Friedrich Zincke,1683,1683,Dresden
Nicolaas van Swinderen,1705,1705,The Hague
Johann Maria Monsorno,1768,1768,Unknown
Sebastian Hann,1644,1644,Levoča
Moritz Furst,1782,1782,Unknown
Charles Counts,1934,1934,Unknown
Thomas Germain,1673,1673,Paris
Christoffel Adolphi,1630,1630,Augsburg
Hendrik Helweg,1802,1802,Amsterdam
Jean Baptiste Claude Odiot,1763,1763,Paris
Johannes Lutma (II),1624,1624,Amsterdam
Paul de Lamerie,1688,1688,'s-Hertogenbosch
Alexandre Gueyton,1818,1818,Tournon-sur-Rhône
Christoffel Radijs,1699,1699,Unknown
Johannes Steltman,1891,1891,Steenwijk
Cornelis Knuysting,1730,1730,Unknown
Francois Marcus Simons,1750,1750,The Hague
Leopold Wiener,1823,1823,Venlo
Hendrik de Heus,1763,1763,Unknown
Rudolphus Sondagh,1726,1726,Rotterdam
Willem van Strant,1682,1682,Amsterdam
Arnoldus van Geffen,1700,1700,Amsterdam
Pieter van Abeele,1608,1608,Middelburg
Adam van Vianen (I),1569,1569,Unknown
Johannes Petrus Schouberg,1798,1798,The Hague
Martin Holtzhey,1697,1697,Ulm
Theodorus Victor van Berckel,1739,1739,'s-Hertogenbosch
Johannes Adrianus van Geffen,1734,1734,Unknown
Pierre Wautier van de Goor,1783,1783,Unknown
Jacob van Dishoecke,1650,1650,Vlissingen
Barend Christiaan van Calker,1738,1738,Kampen
Adam Loofs,1645,1645,Amsterdam
Theodorus Gerardus Bentvelt,1782,1782,Amsterdam
Pieter van der Kruyf,1737,1737,The Hague
Robert Joseph Auguste,1723,1723,Unknown
John Cooqus,1640,1640,Unknown
George Charles Arless,1841,1841,Montreal
Charles Nicolas Odiot,1789,1789,Paris
Diederik Willem Rethmeyer,1756,1756,Hanover
Bartholomeus Willemsz. Dolendo,1571,1571,Leiden
Noordwal,1869,1869,The Hague
Johannes Grill,1614,1614,Augsburg
Hendrik Fortman,1715,1715,Leiden
Christiaen van Vianen,1598,1598,Utrecht
Diederik Lodewijk Bennewitz,1764,1764,Rinteln
Jacobus Carrenhoff,1771,1771,Amsterdam
Jacob Hendrik Stellingwerff,1773,1773,Zwolle
Lucien Gaillard,1861,1861,Paris
Moses de Vries,1807,1807,Amsterdam
John Adam,1774,1774,Unknown
William Haggerty,1872,1872,Unknown
Jacob Samuel Cohen Elion,1840,1840,Unknown
Paulus Bramer,1690,1690,Amsterdam
Philippe Wolfers,1858,1858,Brussels metropolitan area
Willem van den Goorberg,1754,1754,Unknown
Cornelis Coutrier,1702,1702,Unknown
Gerardus Peeters,1772,1772,Rotterdam
Jacques-Nicolas Roëttiers,1736,1736,Paris
Abraham Vilelle,1756,1756,Unknown
Jean Anthoine de Haas,1757,1757,Amsterdam
Anton Hinrich Pape,1746,1746,Neuendorf
Martijn Engelbregt,1972,1972,The Hague
George,1839,1839,Philadelphia
Pieter van Reidt,1742,1742,Haarlem
Irma Boom,1960,1960,Lochem
Ernest Cardeilhac,1851,1851,Paris
Jacques Charlier,1720,1720,Unknown
Johann Sadeler (I),1550,1550,Unknown
Lehman,1887,1887,Unknown
Alexander Henderson,1780,1780,Aberdeenshire
Matthew Duncan,1959,1959,Glasgow
Ernest Richter,1938,1938,Unknown
Anthonis Pietersz. van der Willigen,1591,1591,Middelburg
Moser,1861,1861,Ried im Innkreis
George B. Sharp,1950,1950,West Hartlepool
Wayne Warren,1962,1962,Wales
Johann Christoph Schwartz,1722,1722,Riga
James Laurence Cotter,1839,1839,Jalna district
Dorothy McNab,1921,1921,Unknown
Kim Jin-u,1983,1983,Seoul
Pieter Schenk (I),1660,1660,Unknown
Augusta Lundin,1840,1840,Kristianstads parish
Anna Maria Garthwaite,1688,1688,Leicestershire
Stella McCartney,1971,1971,Lambeth
Domoto Insho,1891,1891,Kyoto
Hale,1928,1928,Litchfield County
Jean Avisse,1723,1723,Unknown
West,1756,1756,Fife
Yuki Somei,1875,1875,Honjo-ku
Choi Buk,1712,1712,Unknown
Uzan Kimura,1891,1891,Kanazawa
Hiroshi Mizuno,1936,1936,Toyama Prefecture
Noboru Hatakeyama,1936,1936,Tokyo
Rainer Ganahl,1961,1961,Bludenz
Nakabayashi Chikuto,1776,1776,Nagoya
Yu Suk,1827,1827,Unknown
Yves Saint-Laurent,1936,1936,Unknown
Miki Yamamoto,1969,1969,Takarazuka
Yumiko Sebata,1944,1944,Unknown
Tatsuo Fujimura,1936,1936,Iwate Prefecture
Takeshi Yamada,1960,1960,Osaka
Yamamoto Shunkyo,1872,1872,Otsu
Elizabeth Arden,1881,1881,Woodbridge
Wang Duo,1592,1592,Henan
Yi Ha-eung,1820,1820,Joseon
Judith Ann Larzelere,1940,1940,Unknown
Joseph Johnson,1848,1848,Adelaide
Maruyama Ōzui,1766,1766,Unknown
Matsumura Keibun,1779,1779,Kyoto
Su Hanchen,1101,1101,Kaifeng
Kim Myeong-guk,1600,1600,Unknown
Carleton Varney,1937,1937,Lynn
An Jung-sik,1861,1861,Unknown
Koetsu,1800,1800,Unknown
Metropolitan Museum of Art,1962,1962,Singapore
Anna Holtblad,1960,1960,Unknown
Narciso Rodriguez,1961,1961,Newark
Roger Broders,1883,1883,Paris
Omoda Seiju,1891,1891,Saitama Prefecture
Ruth Phillips,1945,1945,Unknown
Charles Lepec,1830,1830,Paris
Willem Bartel van der Kooi,1768,1768,Augustinusga
Franz Christoph Janneck,1703,1703,Graz
Christopher Kane,1982,1982,North Lanarkshire
Simone Rocha,1986,1986,Dublin
Pietro Mera,1570,1570,Utrecht
George Stephenson,1781,1781,Wylam
Lorenzo Garbieri,1580,1580,Bologna
Ludwig Hohlwein,1874,1874,Wiesbaden
Phineus Painter,600,600,Unknown
