artist1_name,birth_year1,birth_year1_key,artist2_name,relationship_type
Vsevolod Maksymovych,1894,1894,Mikhail Vrubel,Influenced By
Vsevolod Maksymovych,1894,1894,Aubrey Beardsley,Influenced By
Vsevolod Maksymovych,1894,1894,Konstantin Somov,Influenced By
Vsevolod Maksymovych,1894,1894,Mikhail Larionov,Friend
Adam van Noort,1562,1562,Peter Paul Rubens,Teacher
Adam van Noort,1562,1562,Jacob Jordaens,Teacher
Adam van Noort,1562,1562,Jacob Jordaens,Influenced By
Adam van Noort,1562,1562,Maarten de Vos,Friend
Adriaen Brouwer,1605,1605,Pieter Codde,Influenced By
Adriaen van Ostade,1610,1610,Michiel van Musscher,Teacher
Adriaen van Ostade,1610,1610,Frans Hals,Pupil
Adriaen van Ostade,1610,1610,Frans Hals,Influenced By
Adriaen van Ostade,1610,1610,Charles Jacque,Influenced On
Adriaen van Ostade,1610,1610,Jan Steen,Influenced On
Adriaen van Ostade,1610,1610,Jan Miense Molenaer,Influenced On
Adriaen van de Velde,1636,1636,Charles Meryon,Influenced On
Adriaen van de Velde,1636,1636,Jacob van Ruisdael,Friend
Aelbert Cuyp,1620,1620,Claude Lorrain,Influenced By
Aelbert Cuyp,1620,1620,Jan Dirksz Both,Influenced By
Aelbert Cuyp,1620,1620,Jan van Goyen,Influenced By
Agostino Tassi,1580,1580,Claude Lorrain,Teacher
Agostino Tassi,1580,1580,Paul Bril,Pupil
Agostino Tassi,1580,1580,Orazio Gentileschi,Friend
Alonzo Cano,1601,1601,Francisco Pacheco,Pupil
Annibale Carracci,1560,1560,Guido Reni,Teacher
Annibale Carracci,1560,1560,Titian,Pupil
Annibale Carracci,1560,1560,Raphael,Influenced By
Annibale Carracci,1560,1560,Andrea del Sarto,Influenced By
Annibale Carracci,1560,1560,Claude Lorrain,Influenced On
Annibale Carracci,1560,1560,John Constable,Influenced On
Annibale Carracci,1560,1560,Jacques-Louis David,Influenced On
Anthony van Dyck,1599,1599,Peter Paul Rubens,Pupil
Anthony van Dyck,1599,1599,Paolo Veronese,Influenced By
Anthony van Dyck,1599,1599,Titian,Influenced By
Anthony van Dyck,1599,1599,Hans Holbein the Younger,Influenced By
Anthony van Dyck,1599,1599,Frans Hals,Influenced On
Anthony van Dyck,1599,1599,Thomas Gainsborough,Influenced On
Anthony van Dyck,1599,1599,John Singer Sargent,Influenced On
Anthony van Dyck,1599,1599,William Dobson,Influenced On
Anthony van Dyck,1599,1599,Claudio Coello,Influenced On
Anthony van Dyck,1599,1599,Orazio Gentileschi,Friend
Anton Raphael Mengs,1728,1728,Francisco Goya,Teacher
Anton Raphael Mengs,1728,1728,Raphael,Influenced By
Anton Raphael Mengs,1728,1728,Correggio,Influenced By
Anton Raphael Mengs,1728,1728,Titian,Influenced By
Anton Raphael Mengs,1728,1728,Jacques-Louis David,Influenced On
Caravaggio,1571,1571,Giorgione,Influenced By
Caravaggio,1571,1571,Titian,Influenced By
Caravaggio,1571,1571,Gustave Courbet,Influenced On
Caravaggio,1571,1571,Artemisia Gentileschi,Influenced On
Caravaggio,1571,1571,Diego Velazquez,Influenced On
Caravaggio,1571,1571,Hendrick Terbrugghen,Influenced On
Caravaggio,1571,1571,Peter Paul Rubens,Influenced On
Caravaggio,1571,1571,Johannes Vermeer,Influenced On
Caravaggio,1571,1571,Georges de la Tour,Influenced On
Caravaggio,1571,1571,Jusepe de Ribera,Influenced On
Caravaggio,1571,1571,Rembrandt,Influenced On
Caravaggio,1571,1571,Eugene Delacroix,Influenced On
Caravaggio,1571,1571,Edouard Manet,Influenced On
Caravaggio,1571,1571,Jacob Jordaens,Influenced On
Caravaggio,1571,1571,Francisco de Zurbaran,Influenced On
Caravaggio,1571,1571,Jacques-Louis David,Influenced On
Caravaggio,1571,1571,Giorgio Morandi,Influenced On
Caravaggio,1571,1571,Odd Nerdrum,Influenced On
Carel Fabritius,1622,1622,Johannes Vermeer,Teacher
Carel Fabritius,1622,1622,Rembrandt,Pupil
Carel Fabritius,1622,1622,Rembrandt,Influenced By
Carel Fabritius,1622,1622,Johannes Vermeer,Influenced On
Carel Fabritius,1622,1622,Pieter de Hooch,Influenced On
Carel Fabritius,1622,1622,Samuel Dirksz van Hoogstraten,Friend
Claude Deruet,1588,1588,Claude Lorrain,Teacher
Claude Lorrain,1600,1600,Agostino Tassi,Pupil
Claude Lorrain,1600,1600,Claude Deruet,Pupil
Claude Lorrain,1600,1600,Annibale Carracci,Influenced By
Claude Lorrain,1600,1600,John Constable,Influenced On
Claude Lorrain,1600,1600,Aelbert Cuyp,Influenced On
Claude Lorrain,1600,1600,Jan Dirksz Both,Influenced On
Claude Lorrain,1600,1600,Camille Corot,Influenced On
Claude Lorrain,1600,1600,Joseph Anton Koch,Influenced On
Claude Lorrain,1600,1600,Nicolas Poussin,Friend
Claude Lorrain,1600,1600,Salvator Rosa,Friend
Claudio Coello,1642,1642,Titian,Influenced By
Claudio Coello,1642,1642,Peter Paul Rubens,Influenced By
Claudio Coello,1642,1642,Anthony van Dyck,Influenced By
Esaias van de Velde,1587,1587,Jan van Goyen,Teacher
Ferdinand Bol,1616,1616,Rembrandt,Pupil
Ferdinand Bol,1616,1616,Rembrandt,Influenced By
Francisco Pacheco,1564,1564,Diego Velazquez,Teacher
Francisco Pacheco,1564,1564,Alonzo Cano,Teacher
Francisco Pacheco,1564,1564,Francisco de Zurbaran,Teacher
Francisco Pacheco,1564,1564,El Greco,Influenced By
Francisco Pacheco,1564,1564,Raphael,Influenced By
Frans Hals,1582,1582,Adriaen van Ostade,Teacher
Frans Hals,1582,1582,Pieter Codde,Teacher
Frans Hals,1582,1582,Jan Miense Molenaer,Teacher
Frans Hals,1582,1582,Peter Paul Rubens,Influenced By
Frans Hals,1582,1582,Anthony van Dyck,Influenced By
Frans Hals,1582,1582,Judith Leyster,Influenced On
Frans Hals,1582,1582,Adriaen van Ostade,Influenced On
Frans Hals,1582,1582,Ilya Repin,Influenced On
Frans Snyders,1579,1579,Peter Paul Rubens,Pupil
Gabriel Metsu,1629,1629,Michiel van Musscher,Teacher
Gabriel Metsu,1629,1629,Gerrit Dou,Pupil
Gabriel Metsu,1629,1629,Nikolaus Knüpfer,Pupil
Gabriel Metsu,1629,1629,Gerrit Dou,Influenced By
Gabriel Metsu,1629,1629,Johannes Vermeer,Influenced By
Gabriel Metsu,1629,1629,Jacob Ochtervelt,Influenced On
Gabriel Metsu,1629,1629,Jan Steen,Friend
Georges Lallemand,1575,1575,Nicolas Poussin,Teacher
Gerrit Dou,1613,1613,Gabriel Metsu,Teacher
Gerrit Dou,1613,1613,Frans van Mieris the Elder,Teacher
Gerrit Dou,1613,1613,Rembrandt,Pupil
Gerrit Dou,1613,1613,Johannes Vermeer,Influenced On
Gerrit Dou,1613,1613,Pieter de Hooch,Influenced On
Gerrit Dou,1613,1613,Gabriel Metsu,Influenced On
Gian Lorenzo Bernini,1598,1598,Salvator Rosa,Influenced By
Gian Lorenzo Bernini,1598,1598,Salvator Rosa,Friend
Giovanni Paolo Panini,1691,1691,Claude-Joseph Vernet,Influenced On
Guido Reni,1575,1575,Annibale Carracci,Pupil
Guido Reni,1575,1575,Nicolas Poussin,Influenced On
Gustave Courbet,1819,1819,Rembrandt,Influenced By
Gustave Courbet,1819,1819,Caravaggio,Influenced By
Gustave Courbet,1819,1819,Diego Velazquez,Influenced By
Gustave Courbet,1819,1819,Peter Paul Rubens,Influenced By
Gustave Courbet,1819,1819,Francisco de Zurbaran,Influenced By
Gustave Courbet,1819,1819,Carolus-Duran,Influenced By
Gustave Courbet,1819,1819,Edouard Manet,Influenced On
Gustave Courbet,1819,1819,Claude Monet,Influenced On
Gustave Courbet,1819,1819,Pierre-Auguste Renoir,Influenced On
Gustave Courbet,1819,1819,Paul Cezanne,Influenced On
Gustave Courbet,1819,1819,James McNeill Whistler,Influenced On
Gustave Courbet,1819,1819,Alfred Sisley,Influenced On
Gustave Courbet,1819,1819,Lucian Freud,Influenced On
Gustave Courbet,1819,1819,Chaim Soutine,Influenced On
Gustave Courbet,1819,1819,Charles-Francois Daubigny,Influenced On
Gustave Courbet,1819,1819,Andres de Santa Maria,Influenced On
Gustave Courbet,1819,1819,Jules Bastien-Lepage,Influenced On
Gustave Courbet,1819,1819,Eugène Burnand,Influenced On
Hendrick Avercamp,1585,1585,Pieter Bruegel the Elder,Influenced By
Hendrick Terbrugghen,1588,1588,Caravaggio,Influenced By
Isaac Fuller,1606,1606,CT,Influenced By
Jacob Jordaens,1593,1593,Adam van Noort,Pupil
Jacob Jordaens,1593,1593,Peter Paul Rubens,Pupil
Jacob Jordaens,1593,1593,Caravaggio,Influenced By
Jacob Jordaens,1593,1593,Adam van Noort,Influenced On
Jacob Ochtervelt,1634,1634,Frans van Mieris the Elder,Pupil
Jacob Ochtervelt,1634,1634,Gabriel Metsu,Influenced By
Jacob Ochtervelt,1634,1634,Gerard Terborch,Influenced By
Jacob Ochtervelt,1634,1634,Pieter de Hooch,Friend
Jacob van Ruisdael,1628,1628,Hendrick Cornelisz Vroom,Influenced By
Jacob van Ruisdael,1628,1628,John Constable,Influenced On
Jacob van Ruisdael,1628,1628,Thomas Gainsborough,Influenced On
Jacob van Ruisdael,1628,1628,J.M.W. Turner,Influenced On
Jacob van Ruisdael,1628,1628,Vincent van Gogh,Influenced On
Jacob van Ruisdael,1628,1628,Claude Monet,Influenced On
Jacob van Ruisdael,1628,1628,Piet Mondrian,Influenced On
Jacob van Ruisdael,1628,1628,Joshua Reynolds,Influenced On
Jacob van Ruisdael,1628,1628,Adriaen van de Velde,Friend
Jacques Stella,1596,1596,Nicolas Poussin,Friend
Jan Dirksz Both,,-999999,Claude Lorrain,Influenced By
Jan Dirksz Both,,-999999,Aelbert Cuyp,Influenced On
Jan Miense Molenaer,1610,1610,Frans Hals,Pupil
Jan Miense Molenaer,1610,1610,Pieter Bruegel the Elder,Influenced By
Jan Miense Molenaer,1610,1610,Adriaen van Ostade,Influenced By
Jan Miense Molenaer,1610,1610,Jan Steen,Influenced On
Jan Steen,1626,1626,Nikolaus Knüpfer,Pupil
Jan Steen,1626,1626,Jan van Goyen,Pupil
Jan Steen,1626,1626,Isaac van Ostade,Influenced By
Jan Steen,1626,1626,Adriaen van Ostade,Influenced By
Jan Steen,1626,1626,Jan Miense Molenaer,Influenced By
Jan Steen,1626,1626,Gabriel Metsu,Friend
Nam June Paik,1932,1932,Karl Otto Gotz,Pupil
Nam June Paik,1932,1932,Joseph Beuys,Friend
Jan van Goyen,1596,1596,Jan Steen,Teacher
Jan van Goyen,1596,1596,Esaias van de Velde,Pupil
Jan van Goyen,1596,1596,Aelbert Cuyp,Influenced On
Johannes Vermeer,1632,1632,Carel Fabritius,Pupil
Johannes Vermeer,1632,1632,Carel Fabritius,Influenced By
Johannes Vermeer,1632,1632,Gerrit Dou,Influenced By
Johannes Vermeer,1632,1632,Gerard Terborch,Influenced By
Johannes Vermeer,1632,1632,Pieter de Hooch,Influenced By
Johannes Vermeer,1632,1632,Caravaggio,Influenced By
Johannes Vermeer,1632,1632,Gabriel Metsu,Influenced On
Johannes Vermeer,1632,1632,Frank W. Benson,Influenced On
Joshua Reynolds,1723,1723,Diego Velazquez,Influenced By
Joshua Reynolds,1723,1723,Jacob van Ruisdael,Influenced By
Judith Leyster,1609,1609,Frans Hals,Influenced By
Maarten de Vos,1532,1532,Tintoretto,Pupil
Maarten de Vos,1532,1532,Paolo Veronese,Influenced By
Maarten de Vos,1532,1532,Tintoretto,Influenced By
Maarten de Vos,1532,1532,Michelangelo,Influenced By
Maarten de Vos,1532,1532,Pieter Bruegel the Elder,Friend
Maarten de Vos,1532,1532,Adam van Noort,Friend
Michiel van Musscher,1645,1645,Gabriel Metsu,Pupil
Michiel van Musscher,1645,1645,Adriaen van Ostade,Pupil
Nicolaes Maes,1634,1634,Rembrandt,Pupil
Nicolaes Maes,1634,1634,London,Influenced By
Nicolaes Maes,1634,1634,UK,Influenced By
Nicolas Poussin,1594,1594,Georges Lallemand,Pupil
Nicolas Poussin,1594,1594,Raphael,Influenced By
Nicolas Poussin,1594,1594,Pietro da Cortona,Influenced By
Nicolas Poussin,1594,1594,Titian,Influenced By
Nicolas Poussin,1594,1594,Guido Reni,Influenced By
Nicolas Poussin,1594,1594,Jacques-Louis David,Influenced On
Nicolas Poussin,1594,1594,Jean Auguste Dominique Ingres,Influenced On
Nicolas Poussin,1594,1594,Paul Cezanne,Influenced On
Nicolas Poussin,1594,1594,Sebastien Bourdon,Influenced On
Nicolas Poussin,1594,1594,Georges Seurat,Influenced On
Nicolas Poussin,1594,1594,Pablo Picasso,Influenced On
Nicolas Poussin,1594,1594,Georges Braque,Influenced On
Nicolas Poussin,1594,1594,Jean Hugo,Influenced On
Nicolas Poussin,1594,1594,Jean-Francois Millet,Influenced On
Nicolas Poussin,1594,1594,Camille Corot,Influenced On
Nicolas Poussin,1594,1594,Rosa Bonheur,Influenced On
Nicolas Poussin,1594,1594,Joseph Anton Koch,Influenced On
Nicolas Poussin,1594,1594,Jacques Stella,Friend
Nicolas Poussin,1594,1594,Claude Lorrain,Friend
Otto van Veen,1556,1556,Peter Paul Rubens,Teacher
Paul Bril,1554,1554,Agostino Tassi,Teacher
Peter Paul Rubens,1577,1577,Anthony van Dyck,Teacher
Peter Paul Rubens,1577,1577,Jacob Jordaens,Teacher
Peter Paul Rubens,1577,1577,Frans Snyders,Teacher
Peter Paul Rubens,1577,1577,Tobias Verhaecht,Pupil
Peter Paul Rubens,1577,1577,Adam van Noort,Pupil
Peter Paul Rubens,1577,1577,Otto van Veen,Pupil
Peter Paul Rubens,1577,1577,Titian,Influenced By
Peter Paul Rubens,1577,1577,Pieter Bruegel the Elder,Influenced By
Peter Paul Rubens,1577,1577,Caravaggio,Influenced By
Peter Paul Rubens,1577,1577,Hans Holbein the Younger,Influenced By
Peter Paul Rubens,1577,1577,Gustave Courbet,Influenced On
Peter Paul Rubens,1577,1577,Frans Hals,Influenced On
Peter Paul Rubens,1577,1577,Rembrandt,Influenced On
Peter Paul Rubens,1577,1577,John Constable,Influenced On
Peter Paul Rubens,1577,1577,Théodore Géricault,Influenced On
Peter Paul Rubens,1577,1577,Eugene Delacroix,Influenced On
Peter Paul Rubens,1577,1577,Rosa Bonheur,Influenced On
Peter Paul Rubens,1577,1577,Jenny Saville,Influenced On
Peter Paul Rubens,1577,1577,Claudio Coello,Influenced On
Peter Paul Rubens,1577,1577,Diego Velazquez,Friend
Pieter Codde,1599,1599,Gerard Terborch,Teacher
Pieter Codde,1599,1599,Willem Cornelisz Duyster,Teacher
Pieter Codde,1599,1599,Frans Hals,Pupil
Pieter Codde,1599,1599,Adriaen Brouwer,Influenced On
Pieter de Hooch,1629,1629,Carel Fabritius,Influenced By
Pieter de Hooch,1629,1629,Gerrit Dou,Influenced By
Pieter de Hooch,1629,1629,Johannes Vermeer,Influenced On
Pieter de Hooch,1629,1629,Samuel Dirksz van Hoogstraten,Influenced On
Pieter de Hooch,1629,1629,Jacob Ochtervelt,Friend
Rachel Ruysch,1664,1664,Willem van Aelst,Pupil
Rachel Ruysch,1664,1664,Otto Marseus van Schrieck,Influenced By
Rembrandt,1606,1606,Carel Fabritius,Teacher
Rembrandt,1606,1606,Nicolaes Maes,Teacher
Rembrandt,1606,1606,Gerrit Dou,Teacher
Rembrandt,1606,1606,Samuel Dirksz van Hoogstraten,Teacher
Rembrandt,1606,1606,Ferdinand Bol,Teacher
Rembrandt,1606,1606,Peter Paul Rubens,Influenced By
Rembrandt,1606,1606,Caravaggio,Influenced By
Rembrandt,1606,1606,Titian,Influenced By
Rembrandt,1606,1606,Carel Fabritius,Influenced On
Rembrandt,1606,1606,Giovanni Battista Tiepolo,Influenced On
Rembrandt,1606,1606,Gustave Courbet,Influenced On
Rembrandt,1606,1606,Chaim Soutine,Influenced On
Rembrandt,1606,1606,Francis Bacon,Influenced On
Rembrandt,1606,1606,Ilya Repin,Influenced On
Rembrandt,1606,1606,Andrea Mantegna,Influenced On
Rembrandt,1606,1606,Ferdinand Bol,Influenced On
Rembrandt,1606,1606,Piotr Michałowski,Influenced On
Rembrandt,1606,1606,Odd Nerdrum,Influenced On
Rosa Bonheur,1822,1822,Nicolas Poussin,Influenced By
Rosa Bonheur,1822,1822,Peter Paul Rubens,Influenced By
Salvator Rosa,1615,1615,Claude Lorrain,Friend
Salvator Rosa,1615,1615,Gian Lorenzo Bernini,Friend
Sebastien Bourdon,1616,1616,Nicolas Poussin,Influenced By
Willem Cornelisz Duyster,1599,1599,Gerard Terborch,Teacher
Willem Cornelisz Duyster,1599,1599,Pieter Codde,Pupil
Willem Kalf,1619,1619,Juriaen van Streeck,Influenced On
Willem van Aelst,1627,1627,Rachel Ruysch,Teacher
Willem van Aelst,1627,1627,Otto Marseus van Schrieck,Influenced By
Willem van Aelst,1627,1627,Otto Marseus van Schrieck,Friend
William Dobson,1610,1610,Titian,Influenced By
William Dobson,1610,1610,Anthony van Dyck,Influenced By
William Hogarth,1697,1697,Thomas Gainsborough,Teacher
Adolph Menzel,1815,1815,Max Klinger,Influenced On
Cimabue,1240,1240,Giotto,Teacher
Jerzy Nowosielski,1923,1923,Leon Tarasewicz,Influenced On
Paul Gauguin,1848,1848,Camille Pissarro,Pupil
Paul Gauguin,1848,1848,Paris,Pupil
Paul Gauguin,1848,1848,Edgar Degas,Influenced By
Paul Gauguin,1848,1848,Camille Pissarro,Influenced By
Paul Gauguin,1848,1848,Giotto,Influenced By
Paul Gauguin,1848,1848,Raphael,Influenced By
Paul Gauguin,1848,1848,Jean Auguste Dominique Ingres,Influenced By
Paul Gauguin,1848,1848,Eugene Delacroix,Influenced By
Paul Gauguin,1848,1848,Edouard Manet,Influenced By
Paul Gauguin,1848,1848,Paul Cezanne,Influenced By
Paul Gauguin,1848,1848,Alfred Sisley,Influenced By
Paul Gauguin,1848,1848,Edvard Munch,Influenced On
Paul Gauguin,1848,1848,Marc Chagall,Influenced On
Paul Gauguin,1848,1848,Pablo Picasso,Influenced On
Paul Gauguin,1848,1848,Robert Delaunay,Influenced On
Paul Gauguin,1848,1848,Aristide Maillol,Influenced On
Paul Gauguin,1848,1848,Vincent van Gogh,Influenced On
Paul Gauguin,1848,1848,Mikhail Larionov,Influenced On
Paul Gauguin,1848,1848,Victor Palmov,Influenced On
Paul Gauguin,1848,1848,Emily Carr,Influenced On
Paul Gauguin,1848,1848,Paul Cezanne,Friend
Paul Gauguin,1848,1848,Vincent van Gogh,Friend
Paul Gauguin,1848,1848,Stanisław Wyspiański,Friend
Anish Kapoor,1954,1954,Damien Hirst,Influenced By
Georg Baselitz,1938,1938,Joseph Beuys,Friend
Georg Baselitz,1938,1938,Gerhard Richter,Friend
Julian Schnabel,1951,1951,Egon Schiele,Influenced By
Julian Schnabel,1951,1951,Francis Bacon,Influenced By
Charles Angrand,1854,1854,Georges Seurat,Influenced By
Jeff Koons,1955,1955,Andy Warhol,Influenced By
Jeff Koons,1955,1955,Damien Hirst,Influenced On
Jeff Koons,1955,1955,Damien Hirst,Friend
Gilbert Stuart,1755,1755,Benjamin West,Pupil
Walter Crane,1845,1845,Edward Burne-Jones,Influenced By
Walter Crane,1845,1845,Sandro Botticelli,Influenced By
Benjamin West,1738,1738,Gilbert Stuart,Teacher
Benjamin West,1738,1738,Gilbert Stuart,Influenced By
Camille Corot,1796,1796,Camille Pissarro,Teacher
Camille Corot,1796,1796,Charles-Francois Daubigny,Teacher
Camille Corot,1796,1796,John Constable,Influenced By
Camille Corot,1796,1796,J.M.W. Turner,Influenced By
Camille Corot,1796,1796,Claude Lorrain,Influenced By
Camille Corot,1796,1796,Nicolas Poussin,Influenced By
Camille Corot,1796,1796,Eugene Delacroix,Influenced By
Camille Corot,1796,1796,Charles-Francois Daubigny,Influenced By
Camille Corot,1796,1796,Alfred Sisley,Influenced On
Camille Corot,1796,1796,Pierre Emmanuel Damoye,Influenced On
Camille Corot,1796,1796,Charles-Francois Daubigny,Influenced On
Camille Corot,1796,1796,Pierre-Auguste Renoir,Influenced On
Camille Corot,1796,1796,Berthe Morisot,Friend
Camille Corot,1796,1796,Theodore Rousseau,Friend
Camille Corot,1796,1796,Constant Troyon,Friend
Camille Corot,1796,1796,Jean-Francois Millet,Friend
Camille Corot,1796,1796,Charles-Francois Daubigny,Friend
Christian August Lorentzen,1749,1749,Caspar David Friedrich,Teacher
Dmitry Levitzky,1735,1735,Vladimir Borovikovsky,Teacher
Francisco Bayeu y Subias,1734,1734,José Luzán,Pupil
Francisco Goya,1746,1746,José Luzán,Pupil
Francisco Goya,1746,1746,Anton Raphael Mengs,Pupil
Francisco Goya,1746,1746,Albrecht Durer,Influenced By
Francisco Goya,1746,1746,Diego Velazquez,Influenced By
Francisco Goya,1746,1746,Pablo Picasso,Influenced On
Francisco Goya,1746,1746,Chaim Soutine,Influenced On
Francisco Goya,1746,1746,Roberto Montenegro,Influenced On
Francisco Goya,1746,1746,Jose Clemente Orozco,Influenced On
Francisco Goya,1746,1746,Pierre-Auguste Renoir,Influenced On
Francisco Goya,1746,1746,Max Klinger,Influenced On
Jean Auguste Dominique Ingres,1780,1780,Jacques-Louis David,Pupil
Jean Auguste Dominique Ingres,1780,1780,Paris,Pupil
Jean Auguste Dominique Ingres,1780,1780,Nicolas Poussin,Influenced By
Jean Auguste Dominique Ingres,1780,1780,Tamara de Lempicka,Influenced On
Jean Auguste Dominique Ingres,1780,1780,Mark Ryden,Influenced On
Jean Auguste Dominique Ingres,1780,1780,Paul Gauguin,Influenced On
Jean Auguste Dominique Ingres,1780,1780,Edgar Degas,Influenced On
Jean Auguste Dominique Ingres,1780,1780,Pierre-Auguste Renoir,Influenced On
John Singleton Copley,1738,1738,Théodore Géricault,Influenced On
John Trumbull,1756,1756,Thomas Cole,Friend
Joseph Anton Koch,1768,1768,Nicolas Poussin,Influenced By
Joseph Anton Koch,1768,1768,Claude Lorrain,Influenced By
Vladimir Borovikovsky,1757,1757,Alexey Venetsianov,Teacher
Vladimir Borovikovsky,1757,1757,Dmitry Levitzky,Pupil
Rosemarie Trockel,1952,1952,Joseph Beuys,Influenced By
Charles Sheeler,1883,1883,Charles Demuth,Influenced By
Charles Sheeler,1883,1883,George Ault,Friend
Dirk Bouts,1415,1415,Hugo van der Goes,Influenced On
Dirk Bouts,1415,1415,Quentin Matsys,Influenced On
Gerard David,1460,1460,Hugo van der Goes,Influenced By
Hans Hoffmann,1530,1530,Albrecht Durer,Influenced By
Hans Memling,1435,1435,Rogier van der Weyden,Influenced By
Hans Memling,1435,1435,Jan van Eyck,Influenced By
Hans Memling,1435,1435,Raphael,Influenced On
Hans Memling,1435,1435,Mariotto Albertinelli,Influenced On
Hieronymus Bosch,1450,1450,Pieter Bruegel the Elder,Influenced On
Hieronymus Bosch,1450,1450,Yves Tanguy,Influenced On
Hugo van der Goes,1440,1440,Petrus Christus,Influenced By
Hugo van der Goes,1440,1440,Dirk Bouts,Influenced By
Hugo van der Goes,1440,1440,Vincent van Gogh,Influenced On
Hugo van der Goes,1440,1440,Martin Schongauer,Influenced On
Hugo van der Goes,1440,1440,Gerard David,Influenced On
Hugo van der Goes,1440,1440,Domenico Ghirlandaio,Influenced On
Hugo van der Goes,1440,1440,Leonardo da Vinci,Influenced On
Jacques Daret,1401,1401,Robert Campin,Pupil
Jacques Daret,1401,1401,Rogier van der Weyden,Friend
Jan Provoost,1465,1465,Albrecht Durer,Friend
Jan van Eyck,1390,1390,Petrus Christus,Teacher
Jan van Eyck,1390,1390,Robert Campin,Influenced By
Jan van Eyck,1390,1390,Antonello da Messina,Influenced On
Jan van Eyck,1390,1390,Rogier van der Weyden,Influenced On
Jan van Eyck,1390,1390,Petrus Christus,Influenced On
Jan van Eyck,1390,1390,Hans Memling,Influenced On
Joachim Patinir,1480,1480,Quentin Matsys,Pupil
Joachim Patinir,1480,1480,Tobias Verhaecht,Influenced On
Joachim Patinir,1480,1480,Albrecht Durer,Friend
Mabuse,1478,1478,Quentin Matsys,Influenced On
Quentin Matsys,1466,1466,Joachim Patinir,Teacher
Quentin Matsys,1466,1466,Dirk Bouts,Influenced By
Quentin Matsys,1466,1466,Mabuse,Influenced By
Robert Campin,1375,1375,Rogier van der Weyden,Teacher
Robert Campin,1375,1375,Jacques Daret,Teacher
Robert Campin,1375,1375,Jan van Eyck,Influenced On
Rogier van der Weyden,1390,1390,Robert Campin,Pupil
Rogier van der Weyden,1390,1390,Jan van Eyck,Influenced By
Rogier van der Weyden,1390,1390,Antonello da Messina,Influenced On
Rogier van der Weyden,1390,1390,Hans Memling,Influenced On
Rogier van der Weyden,1390,1390,Albrecht Durer,Influenced On
Rogier van der Weyden,1390,1390,Martin Schongauer,Influenced On
Rogier van der Weyden,1390,1390,Jacques Daret,Friend
Eugene Delacroix,1798,1798,Pierre-Narcisse Guerin,Pupil
Eugene Delacroix,1798,1798,El Greco,Influenced By
Eugene Delacroix,1798,1798,Caravaggio,Influenced By
Eugene Delacroix,1798,1798,John Constable,Influenced By
Eugene Delacroix,1798,1798,Théodore Géricault,Influenced By
Eugene Delacroix,1798,1798,Peter Paul Rubens,Influenced By
Eugene Delacroix,1798,1798,Richard Parkes Bonington,Influenced By
Eugene Delacroix,1798,1798,Paolo Veronese,Influenced By
Eugene Delacroix,1798,1798,Tintoretto,Influenced By
Eugene Delacroix,1798,1798,Antoine-Jean Gros,Influenced By
Eugene Delacroix,1798,1798,Paul Gauguin,Influenced On
Eugene Delacroix,1798,1798,Edgar Degas,Influenced On
Eugene Delacroix,1798,1798,Pierre-Auguste Renoir,Influenced On
Eugene Delacroix,1798,1798,Edouard Manet,Influenced On
Eugene Delacroix,1798,1798,Camille Corot,Influenced On
Eugene Delacroix,1798,1798,Théodore Géricault,Friend
Horace Vernet,1789,1789,Théodore Géricault,Teacher
Horace Vernet,1789,1789,J.M.W. Turner,Influenced On
Horace Vernet,1789,1789,Charles Gleyre,Friend
Richard Parkes Bonington,1802,1802,Charles Gleyre,Teacher
Richard Parkes Bonington,1802,1802,Eugene Delacroix,Influenced By
Richard Parkes Bonington,1802,1802,Eugene Delacroix,Influenced On
Théodore Géricault,1791,1791,Horace Vernet,Pupil
Théodore Géricault,1791,1791,Pierre-Narcisse Guerin,Pupil
Théodore Géricault,1791,1791,John Constable,Influenced By
Théodore Géricault,1791,1791,Peter Paul Rubens,Influenced By
Théodore Géricault,1791,1791,Michelangelo,Influenced By
Théodore Géricault,1791,1791,Henry Fuseli,Influenced By
Théodore Géricault,1791,1791,John Singleton Copley,Influenced By
Théodore Géricault,1791,1791,Eugene Delacroix,Influenced On
Théodore Géricault,1791,1791,Piotr Michałowski,Influenced On
Théodore Géricault,1791,1791,Eugene Delacroix,Friend
William Holman Hunt,1827,1827,John Ruskin,Influenced By
William Holman Hunt,1827,1827,Giotto,Influenced By
William Holman Hunt,1827,1827,Ambrogio Lorenzetti,Influenced By
William Holman Hunt,1827,1827,Paolo Veneziano,Influenced By
William Holman Hunt,1827,1827,Ford Madox Brown,Influenced On
William Holman Hunt,1827,1827,Dante Gabriel Rossetti,Friend
William Holman Hunt,1827,1827,John Everett Millais,Friend
Ellsworth Kelly,1923,1923,Paul Cezanne,Influenced By
Ellsworth Kelly,1923,1923,Paul Klee,Influenced By
Ellsworth Kelly,1923,1923,Pablo Picasso,Influenced By
Ellsworth Kelly,1923,1923,Jean Arp,Influenced By
Ellsworth Kelly,1923,1923,Richard Serra,Influenced On
Ellsworth Kelly,1923,1923,Dan Flavin,Influenced On
Ellsworth Kelly,1923,1923,Donald Judd,Influenced On
Ellsworth Kelly,1923,1923,James Rosenquist,Friend
Ellsworth Kelly,1923,1923,Roy Lichtenstein,Friend
Alfred Stieglitz,1864,1864,Georgia O'Keeffe,Friend
