title,artwork_date,artist_name,birth_year,birth_year_key
D'Ariane à Zoé,1930,Berthold-Mahn (Charles Désiré),1893,1893
D'Ariane à Zoé,1930,Rodolphe-Théophile Bosshard,1889,1889
D'Ariane à Zoé,1930,Valdo-Barbey (Valdo-Luis Barbey),1883,1883
D'Ariane à Zoé,1930,Mariano Andreù,1888,1888
"Zoé (plate, facing page 186) from D'Ariane à Zoé",1930,Chas Laborde (Charles Laborde),1886,1886
From the Air,1979,Rory McEwen,1932,1932
Plate (folio 2) from ARCHEOLOGIA,1978,Giuseppe Spagnulo,1936,1936
Plenas,1954,Rafael Tufiño,1922,1922
Plate (folio 3) from QUELQUES BOIS,1918,Eugène Corneau,1894,1894
Quelques bois,1898,Lucien Mainssieux,1885,1885
Quelques bois,1898,Gabriel Fournier,1893,1893
Plate (right folio 14) from QUELQUES BOIS,1918,Marcel-Gaillard (Marcel Gaillard),1886,1886
Tableaux de Paris,1925,Hermine David,1886,1886
Tableaux de Paris,1925,Edmond Ceria,1884,1884
Tableaux de Paris,1925,Pierre Falké,1884,1884
Tableaux de Paris,1925,Henry de Waroquier,1881,1881
Tableaux de Paris,1925,Jean Oberlé,1900,1900
Tableaux de Paris,1925,Charles Martin,1884,1884
L'YMAGIER: Tome Ier 1894-1895 and Tome II 1895-1896,1894,Armand Séguin,1869,1869
L'YMAGIER: Tome Ier 1894-1895 and Tome II 1895-1896,1894,Charles Filiger,1863,1863
L'YMAGIER: Tome Ier 1894-1895 and Tome II 1895-1896,1894,Georges D'espagnat,1870,1870
L'YMAGIER: Tome Ier 1894-1895 and Tome II 1895-1896,1894,Maurice Delcourt,1877,1877
L'YMAGIER: Tome Ier 1894-1895 and Tome II 1895-1896,1894,Valère Bernard,1860,1860
Poème-Objet from VVV Portfolio,1942,André Breton,1896,1896
"Untitled propaganda poster from the First World War [""Wilhelm's Sausage Shop""]",1914,Il'ia Mashkov,1881,1881
Parkett no. 58,1999,Sylvie Fleury,1961,1961
Parkett no. 58,1999,Henry Bond,1966,1966
Parkett no. 60,2000,Diana Thater,1962,1962
Parkett no. 60,2000,Shirana Shahbazi,1974,1974
Double page plate (page 1 and preceding page) from 1¢ Life,1964,Alan Davie,1920,1920
1¢ Life,1963,Mel Ramos,1935,1935
1¢ Life,1963,Jean Paul Riopelle,1923,1923
1¢ Life,1963,Kimber Smith,1922,1922
1¢ Life,1963,K.R.H. Sonderborg,1923,1923
Double page in-text plate (pages 126 and 127) from 1¢ Life,1964,Reinhoud (Reinhoud D'haese),1928,1928
Mark Boyle's Journey to the Surface of the Earth,1978,Mark Boyle,1934,1934
Jorge Pardo,1997,Jorge Pardo,1963,1963
Plate I from DIES IRAE,1949,Peter Lipman-Wulf,1905,1905
"A Genesis (plate, folio 4) from A Genesis",1967,Gabor Peterdi,1915,1915
Trajetóraia I,1976,Anna Maria Maiolino,1942,1942
Plate (page 1) from Selections from Satan's Saint,1964,Robert Hansen,1924,1924
Hell Yes!,2000,Ugo Rondinone,1964,1964
Phrase Book,2000,Fred Tomaselli,1956,1956
"Upsidedown (plate, folio 4) from Pink Jelly",1965,Kinji Akagawa,1940,1940
Lines I (folio 3) from Lines,1966,Gego (Gertrud Goldschmidt),1912,1912
Pictorial initial C (page 9) from REVENAR,1936,Max Jiménez,1908,1908
White-Out from Artists and Writers Protest against the War in Vietnam,1967,Rudolf Baranik,1920,1920
Artists and Writers Protest against the War in Vietnam,1966,David Weinrib,1924,1924
Artists and Writers Protest against the War in Vietnam,1966,Charles Cajori,1921,1921
Artists and Writers Protest against the War in Vietnam,1966,Jack Sonenberg,1925,1925
Artists and Writers Protest against the War in Vietnam,1966,Carol Summers,1925,1925
Artists and Writers Protest against the War in Vietnam,1966,Leon Golub,1922,1922
Artists and Writers Protest against the War in Vietnam,1966,George Sugarman,1912,1912
Artists and Writers Protest against the War in Vietnam,1966,Paul Burlin,1886,1886
Plate (folio 3) from WIZARDS & CABALISTS & MYSTICS & MAGICIANS,1966,Thom O'Connor,1937,1937
Plate 1 (folio 3) from IL,1966,Wessel Couzijn,1912,1912
Plate (folio 2) from AN ALPHABESTIARY,1966,Milton Elting Hebald,1917,1917
Pavlova's Foot,1922,Savely Sorine,1887,1887
Humid Day,1946,C. Whitney Bender,1929,1929
Costume design for the character Theseus in the ballet The Minotaur,1947,Joan Junyer,1904,1904
Railroad Gantry,1920,Charles Burchfield,1893,1893
Frederick Kiesler,1954,René Robert Bouché,1905,1905
Four Motions with Graphite Bar,1973,Blythe Bohnen,1940,1940
La Guignolée,1954,Paul-Émile Borduas,1905,1905
"Market, Mother and Child",1957,Harold Altman,1924,1924
Collage II (On Filet Ground) (Collage II [Auf Filetgrund]),1925,Hannah Höch,1889,1889
Abstract Composition,1914,Lawrence Atkinson,1873,1873
Death by Burning,1942,Ben L. Culwell,1918,1918
Work 60 B,1960,Nankoku Hidai,1912,1912
Memory,1965,Pasquale Santoro,1933,1933
People Houses,1967,Gladys Nilsson,1940,1940
Composition in Red,1946,Sandu Darie,1908,1908
Standing Nude,1904,Charles Camoin,1879,1879
Innocence in a Labyrinth,1940,Landès Lewitin,1892,1892
"The Jewel,  study for the sculpture The Inner Eye",1952,Lynn Chadwick,1914,1914
A Young Girl,1947,Balthus (Baltusz Klossowski de Rola),1908,1908
"Standing Woman, Profile",1933,Gaston Lachaise,1882,1882
Self-Portrait (Autorretrato),1933,Luis Herrera Guevara,1891,1891
The Seeming Beginning,1943,Dorothy Hood,1918,1918
Model for detail of CEILING OF LIVING ROOM IN ROMERO BREST HOUSE,1966,Luis Alberto Wells,1940,1940
Untitled (Chair Construction),1930,James Castle,1900,1900
Orpheus. Design for scenery for the play,1939,Horacio A. Butler,1897,1897
Art and Nature,1947,Dudley Huppler,1917,1917
Remains of a Meal of Carp,1959,Hartmut Friedrich,1935,1935
Camcorder 9,1993,Tony Oursler,1957,1957
Dark Jungle,1950,Ynez Johnston,1920,1920
From Japan,1951,Dorothy Dehner,1901,1901
The Secret Ladder,1963,Ronnie Elliott,1916,1916
Prisoner,1967,Roberto Estopinán,1920,1920
Metaesquema No. 348,1958,Hélio Oiticica,1937,1937
The Prince Visits the Bird Seller,1949,Leon Kelly,1901,1901
Duet for Harp and 'Cello,1944,Fabrizio Clerici,1913,1913
Male Figure (Männliche Figur),1927,Georg Kolbe,1877,1877
Ascent 3,1962,Leo Manso,1914,1914
Boceto para una estatua ecuestre (Sketch for an Equestrian Statue),1967,Ernesto Fontecilla,1938,1938
Landscape,1956,Aloísio Magalhães,1927,1927
Study for Camargue,1957,Fritz Koenig,1924,1924
Biograph,1967,Stephen Greene,1918,1918
Mr. Mapelli's Garden III,1958,Arnold Bittleman,1933,1933
At the Beach of Jibacoa,1946,Luis Martínez Pedro,1910,1910
Axial Figure,1961,Jan Lebenstein,1930,1930
Yellow Window,1975,Sonia Gechtoff,1926,1926
Elements of Life,1962,Dmitri M. Shashurin,1919,1919
"Project for Théâtre de Verdure, Orly",1935,Georges Méliès,1861,1861
Self-Portrait,1957,Anatoly Timofeevich Zverev,1931,1931
Concern for Life,1962,Yuri V. (Mon) Vasiliev,1925,1925
Sketch for the film Dr. Cyclops,1940,Ernst Schoedsack,1898,1898
Isadora Duncan,1912,Émile-Antoine Bourdelle,1861,1861
Marine Object,1955,Albert Newall,1920,1920
Continuation,1957,Hann Trier,1915,1915
Man in a Cap,1956,William Brice,1921,1921
Costume design for the ballet Harlequin for President,1936,Keith Morrow Martin,1911,1911
The Bug,1941,Alton Pickens,1917,1917
Factory,1920,Johannes Theodor Baargeld (Alfred Emanuel Ferdinand Gruenwald),1892,1892
Studies for a Sculpture,1964,Andrea Cascella,1920,1920
Set designs for the ballet Apollon Musagète,1942,Pavel Tchelitchew,1898,1898
Birch Tree,1961,Vasily Yakovlovich Sitnikov,1915,1915
Andy Warhol,1976,James Wyeth,1946,1946
Family in Paradise (Number 50),1950,Joong Seop Lee,1916,1916
Stinking with Sin,1981,Jim Shaw,1952,1952
Under the Elevated,1908,George Bellows,1882,1882
Composition - Figures and Landscape,1952,Marcello Boccacci,1914,1914
"Study for Parade (Waterfront, Manhattan)",1929,Peter Blume,1906,1906
boom,1996,Gary Simmons,1964,1964
Static Mambo,1960,Robert Doxat,1930,1930
60 Minutes,1987,William Anastasi,1933,1933
Untitled (Black Horse),1939,Bill Traylor,1853,1853
Expectation,1903,Jean Delville,1867,1867
Jerusalem Hills,1963,Anna Ticho,1894,1894
Square Erased and Replaced,1974,Joshua Neustein,1940,1940
"Grain Elevators, Omaha",1924,Preston Dickinson,1889,1889
Trees and Shack,1925,Emile Branchard,1881,1881
Designs for the ballet Transcendence,1934,Franklin Chenault Watkins,1894,1894
Standing Figure,1929,Alexander Brook,1898,1898
Drawing for See America First #16,1968,H. C. Westermann,1922,1922
Labyrinth for Ants,1970,Luis Fernando Benedit,1937,1937
Number 15,1951,Edward Corbett,1919,1919
Accumulated Vision (Separates): Length Ration (In Perspective) #III,1975,Barry Le Va,1941,1941
Ambush,1944,Hans Hofmann,1880,1880
Green Animal,1963,Minnie Evans,1892,1892
Study for Ballroom with Hobby Horses,1963,June Leaf,1929,1929
Small Skull,1964,Lowell Nesbitt,1933,1933
Study for Head Bath,1977,Robert Arneson,1930,1930
Landscape of Michoacan,1942,William Fett,1918,1918
Herbal Paper,1980,Marilyn Baum,1939,1939
Defamation. Soft and Hard,1986,Mike Kelley,1954,1954
Plowman,1984,Win Knowlton,1953,1953
"Fruit Packers, Tehuantepec",1927,"George Overbury (""Pop"") Hart",1868,1868
Study for The Children,1938,Jesús Guerrero Galvan,1910,1910
Archaic Form,1936,Knud Merrild,1894,1894
Italiopa,1936,Oronzo Gasparo,1903,1903
Composition with Bird and Shells,1941,Isaac Lane Muse,1906,1906
Woman Washing,1943,Felipe Orlando,1911,1911
Street,1969,William Clutz,1933,1933
Studies for Workers and Paintings,1943,Honoré Sharrer,1920,1920
Study for The Portrait of Father D'Arcy,1948,Elsa Schmid,1897,1897
Portrait of C. W.,1962,Robert Barnes,1934,1934
Girls,1943,Amelia Peláez Del Casal,1896,1896
Procession,1962,Enrique Brinkmann,1938,1938
Rainbow Trout Head - Hauser Lake Montana,1972,William Allan,1936,1936
Script,1978,Frances Barth,1946,1946
A los Ojos de la Historia,1992,Kcho (Alexis Leyva Machado),1970,1970
Three Girls,1943,Fidelio Ponce De León,1896,1896
Conflict,1959,Aleksander Kobzdej,1920,1920
From Above,1961,Carmen L. Cicero,1926,1926
"Head of Quetzalcoatl (Study for the Dartmouth College Mural, ""An Epic of American Civilization"")",1932,José Clemente Orozco,1883,1883
Number 166,1957,Miguel Ocampo,1922,1922
The Glacier,1903,Hans Schmithals,1878,1878
Study for First Theme,1963,Burgoyne Diller,1906,1906
Study for the painting Inez and Taki,1910,Spencer Frederick Gore,1878,1878
Celia,1944,John D. Graham,1886,1886
Stop Over,1934,Allan Rohan Crite,1910,1910
Sailing,1957,Ung-no Lee,1904,1904
Tree Forms,1970,Mell Daniel,1899,1899
Endless Dialogue,1978,Laura Grisi,1939,1939
Chinese Gate,1970,Charles Ray Frazier,1930,1930
Hollow Ground I,1977,Nigel Hall,1943,1943
Carriage and Dog (La Carriole et le chien),1882,Georges-Pierre Seurat,1859,1859
Rain,1933,Per Krohg,1889,1889
Zebra,1973,Richard Francisco,1942,1942
Study for the curtain for the ballet Pocahontas,1936,Karl Free,1903,1903
"Garden Behind the Spinnbahn, End of February (Gartenkolonie hinter der Spinnbahn, Ende Februar)",1956,Gerhard Altenbourg,1926,1926
"Arctic Ocean Floor, Barometric Curves",1972,Nancy Graves,1940,1940
Study for Sanctuary,1953,Seymour Lipton,1903,1903
La Juventuo et Ala,1978,Raúl Martínez,1927,1927
Ju-Ju's Wedding,1964,"Alexander ""Skunder"" Boghossian",1937,1937
The Riot,1961,Giacomo Porzano,1925,1925
Apocalypse Number 3,1956,José Cláudio Da Silva,1932,1932
"Lesen im Staub, D.W.L. (Das Wilde Leben),",1984,Miriam Cahn,1949,1949
In Port,1932,Jacques Mauny,1893,1893
Study for Closed Ward #12,1962,Michael Mazur,1935,1935
Birth,1976,Maina-Miriam Munsky,1943,1943
Homage à William Blake,1985,Jean Cortot,1925,1925
Cascade Mountain,1944,Kenneth Callahan,1905,1905
Monument to Augustus,1964,Luca Crippa,1922,1922
Seated Female Nude,1942,Bernard Perlin,1918,1918
Study for Modeling Hands,1918,Hugo Robus,1885,1885
Marks II,1973,Edda Renouf,1943,1943
Conception,1962,Munira Al-Kazi,1939,1939
Metal Frame (Corner),1967,Reiner Ruthenbeck,1937,1937
T76 M2,1976,Jan J. Schoonhoven,1914,1914
Doubts #1: Reassess,1985,John Pearson,1940,1940
"Drive, He Said",1965,Colin Self,1941,1941
Harold,1925,Alastair (Hans H. Voight),1887,1887
#254-1960,1960,Charmion von Wiegand,1899,1899
The New Literature (II): A Visual Novel with Color,1972,Yoshio Yoshida,1940,1940
Hands,1962,Fabio Bonzi,1943,1943
Study for the dance The Matter,1971,David Gordon,1936,1936
The Staircase,1967,Antonio López García,1936,1936
Subway Car Interior,1930,David Fredenthal,1914,1914
Pola Negri,1958,Stanley Lench,1934,1934
The Centipede,1965,Lucebert,1924,1924
The Battle of the Sierra Camellera,1957,Eugenio Fernandez Granell,1912,1912
""" BRANCHES HORIZONTAL-BEAMS VERTICAL"" HOMAGE TO THE GREAT BUILDERS",1978,Igael Tumarkin,1933,1933
Study for A Swallow,1963,Paolo Guiotto,1935,1935
Number 4,1971,Peter Young,1940,1940
Woman Grasping the Nape of Her Neck,1975,Francisco Zúñiga,1912,1912
"Festival, Venice",1898,Maurice Prendergast,1859,1859
Drawing for Battle of Giants,1964,Ernst Neizvestny,1925,1925
Maenads,1959,John Bageris,1924,1924
Carco: La  Rose au Balcon,1942,Sonja Sekula,1918,1918
Franklin Stove,1927,Wanda Gág,1893,1893
Dr. Carvalhal Ribas,1955,Flávio de R. Carvalho,1899,1899
"The Existence of a Cripple, No. 4 (Krüppeldasein IV)",1922,Gottfried Brockmann,1903,1903
Desire is a Blue Lake (O desejo é um lago azul),1989,José Leonilson,1957,1957
Gibbo the Hunter,1942,Tono Zancanaro,1906,1906
Low Tide,1950,William Kienbusch,1914,1914
Head of a Girl,1930,Everardo Ramirez,1906,1906
The Storm,1914,John Northcote Nash,1893,1893
Untitled (Energytree),1972,Gordon Matta-Clark,1943,1943
The Eye,1923,Antoine Pevsner,1886,1886
Da-Da (New York Dada Group),1921,Richard Boix,1894,1894
Man Waiting,1961,Sidney Goodman,1936,1936
Untitled (After Poussin),1964,Bob Thompson,1937,1937
The Ring,1956,James Kearns,1924,1924
Study for A Universe,1957,Richard Lippold,1915,1915
Drawing for Fret,1990,Jim Nutt,1938,1938
Modern Picture War,1984,Joseph Nechvatal,1951,1951
XRTC 4,1996,Gabriel Orozco,1962,1962
Jules Pascin,1927,Peggy Bacon,1895,1895
Creation of the Sun and Moon,1933,Charles L. Goeller,1901,1901
Study for Sculpture,1960,Michael Mullen,1937,1937
Traces of Love No. 23,1970,Mario Dyyon,1946,1946
"Sunday Stroll, Vienna",1927,Adolf Dehn,1895,1895
Hudson River Landscape with Figures,1912,Abraham Walkowitz,1878,1878
Nude in Chemise,1932,Emil Ganso,1895,1895
Cinna the Poet,1959,Jacob Landau,1917,1917
Drawing for With Energy Beyond These Walls,1969,Juan Downey,1940,1940
Untitled: From Chickasaw Series. (Grimes Manufacturing),1970,John Freeman,1942,1942
James Rosenquist,1975,Theo Wujcik,1936,1936
Mythological Personage,1945,Rene Portocarrero,1914,1914
Head of a Woman (Frauenkopf),1935,Paul Kleinschmidt,1883,1883
Firenze,1944,Ione Robinson,1910,1910
Balinese Woman,1913,Maurice Sterne,1877,1877
Chess,1963,Juliusz Studnicki,1906,1906
Southeast,1987,Pieter Laurens Mol,1946,1946
Portrait of Yasuo Kuniyoshi,1927,Marguerite Zorach,1887,1887
Man Asleep,1966,Sam Szafran,1934,1934
Copal No. 8,1976,Dorothea Rockburne,1932,1932
Wax Drawing No. 2,1962,Peter Agostini,1913,1913
Southsea Boats,1961,Helmut Lang,1924,1924
"New York, No. 9",1973,Frederick Wardy,1937,1937
"Desert Dust Storm, Tibooburra",1967,Fred Williams,1927,1927
Bio Cosmica C,1966,Emilio J. Renart,1925,1925
Desperate Self-Portrait,1966,Humberto Rivas,1937,1937
"Double Self-Portrait with Moving Hands at 2,626,636",1979,Jonathan Borofsky,1942,1942
Apolo 0.9,1966,Carlos Rojas,1933,1933
Portrait of Pop Hart,1920,Richard Lahey,1893,1893
Street Corner,1966,John Roy,1930,1930
Drawing 80/10,1980,John Golding,1929,1929
Untitled #13,1997,Nicola Tyson,1960,1960
In Front of the Table,1922,László Peri,1899,1899
Rosa's Murderers,1966,Melvin Zabarsky,1932,1932
The Couple,1965,Pierre Dmitrienko,1925,1925
Study for Mauresque,1965,Pierre Haubensak,1935,1935
Stonehenge Series #8,1981,Sandi Slone,1939,1939
Dibujo - Figure and Electric Cord,1991,Santiago Cárdenas,1937,1937
Pilar No. 1,1988,Leon Kossoff,1926,1926
Flinging down the Toscin,1963,Dimitri Petrov,1919,1919
Maya,1965,Rodolfo Mishaan,1924,1924
Sable Shadows Before the Dawn XI,1991,Joy Jacobs,1932,1932
Opus 67 No. 1,1987,Tom Levine,1945,1945
Untitled (gray),1984,Domenico Bianchi,1955,1955
Head of Marie Honneger,1929,John Storrs,1885,1885
Edna St. Vincent Millay,1923,William Zorach,1889,1889
Composition with Face and Hands,1963,Bernard Pfriem,1916,1916
Rabbit Man,1941,Thelma Johnson Streat,1911,1911
Young Man in the Sun,1935,Carl Pickhardt,1908,1908
Ceremonial Jade II,1992,Elyn Zimmerman,1945,1945
Hard,1986,David Saunders,1954,1954
Layered Rectangles,1987,Carole Seborovski,1960,1960
Saltimbanques Turcs,1920,Alexis Gritchenko,1883,1883
Untitled (Study for The Inner World),1961,Thomas Chimes,1921,1921
Girl Playing with Dog,1953,José Ygnacio Bermúdez,1922,1922
Standing Figures,1956,Frederick Edward McWilliam,1909,1909
House - South Rotation Red: 1 East,2000,Kevin Appel,1967,1967
Magic Table,1947,Jacques-Enguérrand Gourgue,1930,1930
Noah's Ark,1965,Shalom Of Safed (Shalom Moskowitz),1895,1895
Surrey,1969,Daniel Lang,1935,1935
Gulliver's Son as a Sailor Boy. Costume design for the opera Gulliver,1972,Robert Israel,1939,1939
Codex Artaud XXIII,1972,Nancy Spero,1926,1926
Large Spiral Series #9,1994,Sara Sosnowy,1957,1957
Untitled (Doors),1995,Toba Khedoori,1964,1964
Collage: Nature Morte,1960,Dimitri Grinevich,1895,1895
For Adorno #1,1989,Jake Berthot,1939,1939
The Messenger,1952,Norman Lewis,1909,1909
Times Square,1955,Albert Alcalay,1917,1917
Hanging Sphere,1875,Elizabeth King Hawley,1833,1833
Moons,1957,Raquel Forner,1902,1902
John Singer Sargent,1909,Max Beerbohm,1872,1872
Village in the Storm,1955,Varujan Boghosian,1926,1926
Sky,1966,Geoffrey Hendricks,1931,1931
Parade,1957,Ronald Markman,1931,1931
Colored Incomprehension,1964,Ricardo Martinez,1923,1923
The Thought Which Sees,1965,René Magritte,1898,1898
KLIPPOTH #90,1964,Jan Menses,1933,1933
Members of the Community,1951,James Forsberg,1919,1919
The Skull,1973,Claudio Bravo,1936,1936
Amazon,1955,Richard W. Ireland,1925,1925
Untitled (From the series: Diario de Vida de New York),1965,Guillermo Núñez,1930,1930
Study for the painting The Family,1928,Horace Brodzky,1885,1885
Still-Life,1955,John Paul Jones,1924,1924
Girl with Bows,1937,Byron Browne,1907,1907
Figure,1927,Max Morise,1900,1900
Figure,1927,Jeannette Ducrocq Tanguy,1896,1896
Figure,1927,Pierre Naville,1900,1900
Figure,1927,Benjamin Péret,1899,1899
Figure,1927,Jacques Prévert,1900,1900
The Seeker,1955,William E. Krallman,1925,1925
We Need More Drawings,1964,Mary Bauermeister,1934,1934
The Jersey Side,1953,Schilli Maier,1922,1922
Cancer,1957,Carlos Maria Miguel Squirru,1934,1934
Study for Metermaid,1968,Pat Andrea,1942,1942
"Landscape Drawing, No. 1",1977,Michael D. Dailey,1938,1938
Opening Car Doors,1962,Robert Birmelin,1933,1933
Oak Leaves,1962,Katherine Schmidt,1898,1898
The Tarot Cards,1976,Zush (Alberto Porta),1946,1946
The Wind Man,1953,Morita Yasuji,1912,1912
The Deep Pool,1953,Osawa Gakyū,1890,1890
"Stage Space, Reduce",1967,Will Insley,1929,1929
Untitled (No. 206),1977,Bob Duran,1938,1938
Eleven costume designs and two set designs for the ballet Charade (or The Debutante),1939,Alvin Colt,1916,1916
Number 50,1960,Marian Warzecha,1930,1930
Untitled (No. 101),1977,Jacob El Hanani,1947,1947
The Author of the Book Fourteen Letters of Christ in His Home (Der Verfasser das Buches Vierzehn Briefe Christi in seinem Heim),1920,Johannes Baader,1875,1875
D-1-67,1967,McDonald (Mackey Jeffries) Bane,1928,1928
Composition for 100 Discrete Rain Events,1976,Dennis Evans,1946,1946
Fantastic Flowers,1930,Scottie Wilson,1889,1889
Christmas,1954,Marcel Polak,1902,1902
Waiting for Delacroix,1977,Linda Chapman,1952,1952
High Efficiency Gas Turbine II,1969,Panamarenko,1940,1940
Delight of Peaceful Life,1953,Abe Shiro (pen Name: Suichiku),1900,1900
Flatland Fields,1961,Colette Bangert,1934,1934
Fade Out-D,1972,Joseph Piccillo,1937,1937
"March 29, 1977",1977,Larry Gray,1944,1944
White Path,1953,Ikeda Fumio (pen Name: Suijo),1912,1912
Nine Coves and Three Bends in the River,1953,Ueda Sōkyū,1900,1900
Eighteen costume designs and one set design for the ballet Juke-Box,1941,Tom Lee,1910,1910
"Dr. Albert Schweitzer at Work, Kept Company by His Ants",1958,Frederick Franck,1909,1909
Patch,1977,Barbara Horosko,1950,1950
River Flow and Troll,1943,Gerome Kamrowski,1914,1914
Figure Study No. 3,1975,Gwen Knight,1913,1913
Set design for the ballet Serenade,1934,William Bayard Okie Jr.,1906,1906
"Tree Trunk, Normandy",1898,Georges Lacombe,1868,1868
Seventeen costume designs for the ballet Yankee Clipper,1937,Charles Rain,1911,1911
Blackboard and Light Switch,1978,Norman Lundin,1938,1938
Sketch for tableaux for a Théâtre de la Chauve-Souris production,1922,Nicolas Remisoff,1884,1884
Poncho Drawing,1977,Peter Caldwell Millett,1949,1949
Kneeling Youth,1896,George Minne,1867,1867
SDX #25,1973,David Ligare,1945,1945
"Gaudy Dawn, Texas",1977,Margaret Ann Moorman,1948,1948
Eight costume designs for the ballet Promenade,1936,Forrest Thayer,1919,1919
Montecalvello-Trellage,1973,François Rouan,1943,1943
The Tempest,1900,John Byam Shaw,1872,1872
Human/Nature,1988,Stuart Diamond,1942,1942
